VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
7380, 2035,  0.30132, -0.10634,  0.10434, -0.15745, -0.79151,  0.59053,  0.50196,  0.50196,  1.00,  0.00,  0.11073,  0.61524
7381, 2040,  0.24178, -0.08797,  0.1144, -0.22112, -0.75916,  0.61219,  0.50196,  0.50196,  1.00,  0.00,  0.12335,  0.67631
7382, 2036,  0.30195, -0.11983,  0.13095, -0.13727, -0.7676,  0.62605,  0.50196,  0.50196,  1.00,  0.00,  0.13007,  0.61217
7383, 2038,  0.39786, -0.11865,  0.13012,  0.13716, -0.69798,  0.70286,  0.50196,  0.50196,  1.00,  0.00,  0.13333,  0.51829
7384, 2041,  0.43378, -0.11317,  0.09965,  0.24251, -0.70928,  0.6619,  0.50196,  0.50196,  1.00,  0.00,  0.11426,  0.4828
7385, 2039,  0.39647, -0.11633,  0.10409,  0.12785, -0.73893,  0.66154,  0.50196,  0.50196,  1.00,  0.00,  0.1138,  0.51857
7386, 2041,  0.43378, -0.11317,  0.09965,  0.24251, -0.70928,  0.6619,  0.50196,  0.50196,  1.00,  0.00,  0.11426,  0.4828
7387, 2038,  0.39786, -0.11865,  0.13012,  0.13716, -0.69798,  0.70286,  0.50196,  0.50196,  1.00,  0.00,  0.13333,  0.51829
7388, 2042,  0.43491, -0.11482,  0.11963,  0.24346, -0.67636,  0.69517,  0.50196,  0.50196,  1.00,  0.00,  0.12915,  0.48275
7389, 2043,  0.46231, -0.11186,  0.10663,  0.29648, -0.67502,  0.67561,  0.50196,  0.50196,  1.00,  0.00,  0.12145,  0.45608
7390, 2041,  0.43378, -0.11317,  0.09965,  0.24251, -0.70928,  0.6619,  0.50196,  0.50196,  1.00,  0.00,  0.11426,  0.4828
7391, 2042,  0.43491, -0.11482,  0.11963,  0.24346, -0.67636,  0.69517,  0.50196,  0.50196,  1.00,  0.00,  0.12915,  0.48275
7392, 2041,  0.43378, -0.11317,  0.09965,  0.24251, -0.70928,  0.6619,  0.50196,  0.50196,  1.00,  0.00,  0.11426,  0.4828
7393, 2043,  0.46231, -0.11186,  0.10663,  0.29648, -0.67502,  0.67561,  0.50196,  0.50196,  1.00,  0.00,  0.12145,  0.45608
7394, 2044,  0.46131, -0.11004,  0.09242,  0.2973, -0.69794,  0.65153,  0.50196,  0.50196,  1.00,  0.00,  0.11125,  0.45646
7395, 2044,  0.46131, -0.11004,  0.09242,  0.2973, -0.69794,  0.65153,  0.50196,  0.50196,  1.00,  0.00,  0.11125,  0.45646
7396, 2043,  0.46231, -0.11186,  0.10663,  0.29648, -0.67502,  0.67561,  0.50196,  0.50196,  1.00,  0.00,  0.12145,  0.45608
7397, 2045,  0.49575, -0.10519,  0.0804,  0.33906, -0.697,  0.63185,  0.50196,  0.50196,  1.00,  0.00,  0.10587,  0.42719
7398, 2046,  0.30195, -0.11983,  0.13095, -0.13727, -0.7676,  0.62605,  0.50196,  0.50196,  1.00,  0.00,  0.13007,  0.61217
7399, 2047,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7400, 2048,  0.35236, -0.11491,  0.13049, -0.0091, -0.73316,  0.67995,  0.50196,  0.50196,  1.00,  0.00,  0.13636,  0.56445
7401, 2047,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7402, 2046,  0.30195, -0.11983,  0.13095, -0.13727, -0.7676,  0.62605,  0.50196,  0.50196,  1.00,  0.00,  0.13007,  0.61217
7403, 2049,  0.30084, -0.08423,  0.13028, -0.12701, -0.71419,  0.68833,  0.50196,  0.50196,  1.00,  0.00,  0.14242,  0.61925
7404, 2050,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7405, 2048,  0.35236, -0.11491,  0.13049, -0.0091, -0.73316,  0.67995,  0.50196,  0.50196,  1.00,  0.00,  0.13636,  0.56445
7406, 2047,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7407, 2048,  0.35236, -0.11491,  0.13049, -0.0091, -0.73316,  0.67995,  0.50196,  0.50196,  1.00,  0.00,  0.13636,  0.56445
7408, 2050,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7409, 2051,  0.39751, -0.10798,  0.12857,  0.14685, -0.67963,  0.7187,  0.50196,  0.50196,  1.00,  0.00,  0.14065,  0.52123
7410, 2046,  0.30195, -0.11983,  0.13095, -0.13727, -0.7676,  0.62605,  0.50196,  0.50196,  1.00,  0.00,  0.13007,  0.61217
7411, 2052,  0.24178, -0.08797,  0.1144, -0.22112, -0.75916,  0.61219,  0.50196,  0.50196,  1.00,  0.00,  0.12335,  0.67631
7412, 2049,  0.30084, -0.08423,  0.13028, -0.12701, -0.71419,  0.68833,  0.50196,  0.50196,  1.00,  0.00,  0.14242,  0.61925
7413, 2053,  0.43474, -0.08089,  0.12427,  0.2714, -0.58343,  0.76547,  0.50196,  0.50196,  1.00,  0.00,  0.14841,  0.4885
7414, 2051,  0.39751, -0.10798,  0.12857,  0.14685, -0.67963,  0.7187,  0.50196,  0.50196,  1.00,  0.00,  0.14065,  0.52123
7415, 2050,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7416, 2051,  0.39751, -0.10798,  0.12857,  0.14685, -0.67963,  0.7187,  0.50196,  0.50196,  1.00,  0.00,  0.14065,  0.52123
7417, 2053,  0.43474, -0.08089,  0.12427,  0.2714, -0.58343,  0.76547,  0.50196,  0.50196,  1.00,  0.00,  0.14841,  0.4885
7418, 2054,  0.43478, -0.09623,  0.12282,  0.25795, -0.62848,  0.7338,  0.50196,  0.50196,  1.00,  0.00,  0.14273,  0.48714
7419, 2055,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7420, 2054,  0.43478, -0.09623,  0.12282,  0.25795, -0.62848,  0.7338,  0.50196,  0.50196,  1.00,  0.00,  0.14273,  0.48714
7421, 2053,  0.43474, -0.08089,  0.12427,  0.2714, -0.58343,  0.76547,  0.50196,  0.50196,  1.00,  0.00,  0.14841,  0.4885
7422, 2054,  0.43478, -0.09623,  0.12282,  0.25795, -0.62848,  0.7338,  0.50196,  0.50196,  1.00,  0.00,  0.14273,  0.48714
7423, 2055,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7424, 2056,  0.46121, -0.08249,  0.11618,  0.31366, -0.58301,  0.74948,  0.50196,  0.50196,  1.00,  0.00,  0.14357,  0.46391
7425, 2057,  0.48232, -0.06941,  0.11008,  0.34603, -0.53704,  0.76932,  0.50196,  0.50196,  1.00,  0.00,  0.1441,  0.44624
7426, 2056,  0.46121, -0.08249,  0.11618,  0.31366, -0.58301,  0.74948,  0.50196,  0.50196,  1.00,  0.00,  0.14357,  0.46391
7427, 2055,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7428, 2058,  0.43552, -0.08148,  0.1379,  0.27242, -0.5579,  0.78392,  0.50196,  0.50196,  1.00,  0.00,  0.15812,  0.4891
7429, 2059,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7430, 2060,  0.43474, -0.08089,  0.12427,  0.2714, -0.58343,  0.76547,  0.50196,  0.50196,  1.00,  0.00,  0.14841,  0.4885
7431, 2059,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7432, 2058,  0.43552, -0.08148,  0.1379,  0.27242, -0.5579,  0.78392,  0.50196,  0.50196,  1.00,  0.00,  0.15812,  0.4891
7433, 2061,  0.46095, -0.07548,  0.12399,  0.31895, -0.54364,  0.77636,  0.50196,  0.50196,  1.00,  0.00,  0.15099,  0.46532
7434, 2062,  0.48232, -0.06941,  0.11008,  0.34603, -0.53704,  0.76932,  0.50196,  0.50196,  1.00,  0.00,  0.1441,  0.44624
7435, 2059,  0.46159, -0.07487,  0.11684,  0.31998, -0.55692,  0.76645,  0.50196,  0.50196,  1.00,  0.00,  0.14617,  0.46336
7436, 2061,  0.46095, -0.07548,  0.12399,  0.31895, -0.54364,  0.77636,  0.50196,  0.50196,  1.00,  0.00,  0.15099,  0.46532
7437, 2063,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7438, 2058,  0.43552, -0.08148,  0.1379,  0.27242, -0.5579,  0.78392,  0.50196,  0.50196,  1.00,  0.00,  0.15812,  0.4891
7439, 2060,  0.43474, -0.08089,  0.12427,  0.2714, -0.58343,  0.76547,  0.50196,  0.50196,  1.00,  0.00,  0.14841,  0.4885
7440, 2058,  0.43552, -0.08148,  0.1379,  0.27242, -0.5579,  0.78392,  0.50196,  0.50196,  1.00,  0.00,  0.15812,  0.4891
7441, 2063,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7442, 2064,  0.39779, -0.08853,  0.14751,  0.17231, -0.59816,  0.78263,  0.50196,  0.50196,  1.00,  0.00,  0.16172,  0.52381
7443, 2063,  0.39715, -0.08451,  0.12928,  0.17044, -0.62531,  0.76154,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.52447
7444, 2065,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7445, 2064,  0.39779, -0.08853,  0.14751,  0.17231, -0.59816,  0.78263,  0.50196,  0.50196,  1.00,  0.00,  0.16172,  0.52381
7446, 2066,  0.30084, -0.08423,  0.13028, -0.12701, -0.71419,  0.68833,  0.50196,  0.50196,  1.00,  0.00,  0.14242,  0.61925
7447, 2067,  0.24221, -0.08646,  0.14277, -0.22461, -0.67532,  0.70249,  0.50196,  0.50196,  1.00,  0.00,  0.14548,  0.67522
7448, 2068,  0.30118, -0.08361,  0.15127, -0.11128, -0.65476,  0.7476,  0.50196,  0.50196,  1.00,  0.00,  0.15716,  0.6195
7449, 2067,  0.24221, -0.08646,  0.14277, -0.22461, -0.67532,  0.70249,  0.50196,  0.50196,  1.00,  0.00,  0.14548,  0.67522
7450, 2066,  0.30084, -0.08423,  0.13028, -0.12701, -0.71419,  0.68833,  0.50196,  0.50196,  1.00,  0.00,  0.14242,  0.61925
7451, 2069,  0.24178, -0.08797,  0.1144, -0.22112, -0.75916,  0.61219,  0.50196,  0.50196,  1.00,  0.00,  0.12335,  0.67631
7452, 2070,  0.19155, -0.0843,  0.10543, -0.239, -0.75377,  0.61198,  0.50196,  0.50196,  1.00,  0.00,  0.1138,  0.7257
7453, 2067,  0.24221, -0.08646,  0.14277, -0.22461, -0.67532,  0.70249,  0.50196,  0.50196,  1.00,  0.00,  0.14548,  0.67522
7454, 2069,  0.24178, -0.08797,  0.1144, -0.22112, -0.75916,  0.61219,  0.50196,  0.50196,  1.00,  0.00,  0.12335,  0.67631
7455, 2067,  0.24221, -0.08646,  0.14277, -0.22461, -0.67532,  0.70249,  0.50196,  0.50196,  1.00,  0.00,  0.14548,  0.67522
7456, 2070,  0.19155, -0.0843,  0.10543, -0.239, -0.75377,  0.61198,  0.50196,  0.50196,  1.00,  0.00,  0.1138,  0.7257
7457, 2071,  0.19229, -0.08491,  0.13174, -0.25929, -0.65942,  0.70553,  0.50196,  0.50196,  1.00,  0.00,  0.13359,  0.72468
7458, 2072,  0.14432, -0.08028,  0.09604, -0.22881, -0.74145,  0.63079,  0.50196,  0.50196,  1.00,  0.00,  0.10408,  0.7722
7459, 2071,  0.19229, -0.08491,  0.13174, -0.25929, -0.65942,  0.70553,  0.50196,  0.50196,  1.00,  0.00,  0.13359,  0.72468
7460, 2070,  0.19155, -0.0843,  0.10543, -0.239, -0.75377,  0.61198,  0.50196,  0.50196,  1.00,  0.00,  0.1138,  0.7257
7461, 2071,  0.19229, -0.08491,  0.13174, -0.25929, -0.65942,  0.70553,  0.50196,  0.50196,  1.00,  0.00,  0.13359,  0.72468
7462, 2072,  0.14432, -0.08028,  0.09604, -0.22881, -0.74145,  0.63079,  0.50196,  0.50196,  1.00,  0.00,  0.10408,  0.7722
7463, 2073,  0.14527, -0.08423,  0.11893, -0.25084, -0.65178,  0.71572,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7464, 2074,  0.09671, -0.07604,  0.08605, -0.21742, -0.72774,  0.65047,  0.50196,  0.50196,  1.00,  0.00,  0.09379,  0.8194
7465, 2073,  0.14527, -0.08423,  0.11893, -0.25084, -0.65178,  0.71572,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7466, 2072,  0.14432, -0.08028,  0.09604, -0.22881, -0.74145,  0.63079,  0.50196,  0.50196,  1.00,  0.00,  0.10408,  0.7722
7467, 2073,  0.14527, -0.08423,  0.11893, -0.25084, -0.65178,  0.71572,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7468, 2074,  0.09671, -0.07604,  0.08605, -0.21742, -0.72774,  0.65047,  0.50196,  0.50196,  1.00,  0.00,  0.09379,  0.8194
7469, 2075,  0.09775, -0.08395,  0.10576, -0.23234, -0.65883,  0.71551,  0.50196,  0.50196,  0.40,  0.00,  0.10589,  0.81789
7470, 2076,  0.04701, -0.07189,  0.07631, -0.18709, -0.71735,  0.67105,  0.50196,  0.50196,  1.00,  0.00,  0.08362,  0.86854
7471, 2075,  0.09775, -0.08395,  0.10576, -0.23234, -0.65883,  0.71551,  0.50196,  0.50196,  0.40,  0.00,  0.10589,  0.81789
7472, 2074,  0.09671, -0.07604,  0.08605, -0.21742, -0.72774,  0.65047,  0.50196,  0.50196,  1.00,  0.00,  0.09379,  0.8194
7473, 2075,  0.09775, -0.08395,  0.10576, -0.23234, -0.65883,  0.71551,  0.50196,  0.50196,  0.40,  0.00,  0.10589,  0.81789
7474, 2076,  0.04701, -0.07189,  0.07631, -0.18709, -0.71735,  0.67105,  0.50196,  0.50196,  1.00,  0.00,  0.08362,  0.86854
7475, 2077,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7476, 2076,  0.04701, -0.07189,  0.07631, -0.18709, -0.71735,  0.67105,  0.50196,  0.50196,  1.00,  0.00,  0.08362,  0.86854
7477, 2078,  0.00231, -0.0709,  0.07041, -0.14066, -0.70345,  0.69669,  0.50196,  0.50196,  1.00,  0.00,  0.07615,  0.91238
7478, 2077,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7479, 2068,  0.30118, -0.08361,  0.15127, -0.11128, -0.65476,  0.7476,  0.50196,  0.50196,  1.00,  0.00,  0.15716,  0.6195
7480, 2079,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7481, 2066,  0.30084, -0.08423,  0.13028, -0.12701, -0.71419,  0.68833,  0.50196,  0.50196,  1.00,  0.00,  0.14242,  0.61925
7482, 2079,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7483, 2068,  0.30118, -0.08361,  0.15127, -0.11128, -0.65476,  0.7476,  0.50196,  0.50196,  1.00,  0.00,  0.15716,  0.6195
7484, 2080,  0.35267, -0.08404,  0.15619,  0.03612, -0.61484,  0.78776,  0.50196,  0.50196,  1.00,  0.00,  0.1651,  0.56926
7485, 2080,  0.35267, -0.08404,  0.15619,  0.03612, -0.61484,  0.78776,  0.50196,  0.50196,  1.00,  0.00,  0.1651,  0.56926
7486, 2081,  0.39751, -0.07942,  0.14161,  0.18004, -0.58385,  0.79164,  0.50196,  0.50196,  1.00,  0.00,  0.16421,  0.52543
7487, 2079,  0.35181, -0.08512,  0.13257,  0.0171, -0.67179,  0.74049,  0.50196,  0.50196,  1.00,  0.00,  0.14689,  0.56894
7488, 2081,  0.39751, -0.07942,  0.14161,  0.18004, -0.58385,  0.79164,  0.50196,  0.50196,  1.00,  0.00,  0.16421,  0.52543
7489, 2080,  0.35267, -0.08404,  0.15619,  0.03612, -0.61484,  0.78776,  0.50196,  0.50196,  1.00,  0.00,  0.1651,  0.56926
7490, 2082,  0.39742, -0.07604,  0.14977,  0.18437, -0.55504,  0.81114,  0.50196,  0.50196,  1.00,  0.00,  0.16887,  0.52789
7491, 2081,  0.39751, -0.07942,  0.14161,  0.18004, -0.58385,  0.79164,  0.50196,  0.50196,  1.00,  0.00,  0.16421,  0.52543
7492, 2082,  0.39742, -0.07604,  0.14977,  0.18437, -0.55504,  0.81114,  0.50196,  0.50196,  1.00,  0.00,  0.16887,  0.52789
7493, 2083,  0.44017, -0.06921,  0.13895,  0.29322, -0.50661,  0.81078,  0.50196,  0.50196,  1.00,  0.00,  0.16709,  0.48597
7494, 2084,  0.24222, -0.08964,  0.14064, -0.22202, -0.69236,  0.68654,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.67617
7495, 2085,  0.29938, -0.03322,  0.14482, -0.17602, -0.08483,  0.98072,  0.50196,  0.50196,  1.00,  0.00,  0.17365,  0.62924
7496, 2086,  0.30122, -0.08792,  0.1492, -0.11356, -0.6744,  0.72958,  0.50196,  0.50196,  1.00,  0.00,  0.16015,  0.6198
7497, 2085,  0.29938, -0.03322,  0.14482, -0.17602, -0.08483,  0.98072,  0.50196,  0.50196,  1.00,  0.00,  0.17365,  0.62924
7498, 2084,  0.24222, -0.08964,  0.14064, -0.22202, -0.69236,  0.68654,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.67617
7499, 2087,  0.24066, -0.03297,  0.13125, -0.32808,  0.01544,  0.94452,  0.50196,  0.50196,  1.00,  0.00,  0.15814,  0.68665
7500, 2088,  0.35129, -0.03445,  0.1524,  0.04154, -0.2251,  0.97331,  0.50196,  0.50196,  1.00,  0.00,  0.18298,  0.57866
7501, 2086,  0.30122, -0.08792,  0.1492, -0.11356, -0.6744,  0.72958,  0.50196,  0.50196,  1.00,  0.00,  0.16015,  0.6198
7502, 2085,  0.29938, -0.03322,  0.14482, -0.17602, -0.08483,  0.98072,  0.50196,  0.50196,  1.00,  0.00,  0.17365,  0.62924
7503, 2086,  0.30122, -0.08792,  0.1492, -0.11356, -0.6744,  0.72958,  0.50196,  0.50196,  1.00,  0.00,  0.16015,  0.6198
7504, 2088,  0.35129, -0.03445,  0.1524,  0.04154, -0.2251,  0.97331,  0.50196,  0.50196,  1.00,  0.00,  0.18298,  0.57866
7505, 2089,  0.35236, -0.08046,  0.15362,  0.03721, -0.6078,  0.79315,  0.50196,  0.50196,  1.00,  0.00,  0.16993,  0.57075
7506, 2088,  0.35129, -0.03445,  0.1524,  0.04154, -0.2251,  0.97331,  0.50196,  0.50196,  1.00,  0.00,  0.18298,  0.57866
7507, 2090,  0.40185, -0.06703,  0.15758,  0.20553, -0.49543,  0.84399,  0.50196,  0.50196,  1.00,  0.00,  0.18205,  0.52579
7508, 2089,  0.35236, -0.08046,  0.15362,  0.03721, -0.6078,  0.79315,  0.50196,  0.50196,  1.00,  0.00,  0.16993,  0.57075
7509, 2090,  0.40185, -0.06703,  0.15758,  0.20553, -0.49543,  0.84399,  0.50196,  0.50196,  1.00,  0.00,  0.18205,  0.52579
7510, 2088,  0.35129, -0.03445,  0.1524,  0.04154, -0.2251,  0.97331,  0.50196,  0.50196,  1.00,  0.00,  0.18298,  0.57866
7511, 2091,  0.40035, -0.0345,  0.15827,  0.22005, -0.24275,  0.9448,  0.50196,  0.50196,  1.00,  0.00,  0.19292,  0.53141
7512, 2092,  0.43608, -0.03014,  0.15596,  0.30994, -0.21569,  0.92597,  0.50196,  0.50196,  1.00,  0.00,  0.19562,  0.49745
7513, 2090,  0.40185, -0.06703,  0.15758,  0.20553, -0.49543,  0.84399,  0.50196,  0.50196,  1.00,  0.00,  0.18205,  0.52579
7514, 2091,  0.40035, -0.0345,  0.15827,  0.22005, -0.24275,  0.9448,  0.50196,  0.50196,  1.00,  0.00,  0.19292,  0.53141
7515, 2090,  0.40185, -0.06703,  0.15758,  0.20553, -0.49543,  0.84399,  0.50196,  0.50196,  1.00,  0.00,  0.18205,  0.52579
7516, 2092,  0.43608, -0.03014,  0.15596,  0.30994, -0.21569,  0.92597,  0.50196,  0.50196,  1.00,  0.00,  0.19562,  0.49745
7517, 2093,  0.43603, -0.05279,  0.15453,  0.29899, -0.39077,  0.87058,  0.50196,  0.50196,  1.00,  0.00,  0.18729,  0.494
7518, 2094,  0.48787, -0.01744,  0.13918,  0.38574, -0.14341,  0.91139,  0.50196,  0.50196,  1.00,  0.00,  0.19033,  0.45437
7519, 2093,  0.43603, -0.05279,  0.15453,  0.29899, -0.39077,  0.87058,  0.50196,  0.50196,  1.00,  0.00,  0.18729,  0.494
7520, 2092,  0.43608, -0.03014,  0.15596,  0.30994, -0.21569,  0.92597,  0.50196,  0.50196,  1.00,  0.00,  0.19562,  0.49745
7521, 2095,  0.19228, -0.08809,  0.12684, -0.25131, -0.69292,  0.67567,  0.50196,  0.50196,  1.00,  0.00,  0.13355,  0.7254
7522, 2087,  0.24066, -0.03297,  0.13125, -0.32808,  0.01544,  0.94452,  0.50196,  0.50196,  1.00,  0.00,  0.15814,  0.68665
7523, 2084,  0.24222, -0.08964,  0.14064, -0.22202, -0.69236,  0.68654,  0.50196,  0.50196,  1.00,  0.00,  0.14828,  0.67617
7524, 2087,  0.24066, -0.03297,  0.13125, -0.32808,  0.01544,  0.94452,  0.50196,  0.50196,  1.00,  0.00,  0.15814,  0.68665
7525, 2095,  0.19228, -0.08809,  0.12684, -0.25131, -0.69292,  0.67567,  0.50196,  0.50196,  1.00,  0.00,  0.13355,  0.7254
7526, 2096,  0.18968, -0.03202,  0.11783, -0.35035,  0.02295,  0.93632,  0.50196,  0.50196,  1.00,  0.00,  0.14362,  0.73577
7527, 2097,  0.14512, -0.08611,  0.11254, -0.241, -0.69234,  0.68013,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7528, 2096,  0.18968, -0.03202,  0.11783, -0.35035,  0.02295,  0.93632,  0.50196,  0.50196,  1.00,  0.00,  0.14362,  0.73577
7529, 2095,  0.19228, -0.08809,  0.12684, -0.25131, -0.69292,  0.67567,  0.50196,  0.50196,  1.00,  0.00,  0.13355,  0.7254
7530, 2096,  0.18968, -0.03202,  0.11783, -0.35035,  0.02295,  0.93632,  0.50196,  0.50196,  1.00,  0.00,  0.14362,  0.73577
7531, 2097,  0.14512, -0.08611,  0.11254, -0.241, -0.69234,  0.68013,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7532, 2098,  0.14225, -0.03319,  0.10576, -0.32166,  0.00182,  0.94685,  0.50196,  0.50196,  1.00,  0.00,  0.12972,  0.78115
7533, 2099,  0.09754, -0.08493,  0.10082, -0.22527, -0.69419,  0.68363,  0.50196,  0.50196,  0.40,  0.00,  0.1057,  0.81856
7534, 2098,  0.14225, -0.03319,  0.10576, -0.32166,  0.00182,  0.94685,  0.50196,  0.50196,  1.00,  0.00,  0.12972,  0.78115
7535, 2097,  0.14512, -0.08611,  0.11254, -0.241, -0.69234,  0.68013,  0.50196,  0.50196,  0.69412,  0.00,  0.11875,  0.77183
7536, 2098,  0.14225, -0.03319,  0.10576, -0.32166,  0.00182,  0.94685,  0.50196,  0.50196,  1.00,  0.00,  0.12972,  0.78115
7537, 2099,  0.09754, -0.08493,  0.10082, -0.22527, -0.69419,  0.68363,  0.50196,  0.50196,  0.40,  0.00,  0.1057,  0.81856
7538, 2100,  0.09489, -0.03363,  0.09412, -0.291, -0.02107,  0.95649,  0.50196,  0.50196,  1.00,  0.00,  0.11625,  0.82742
7539, 2101,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7540, 2100,  0.09489, -0.03363,  0.09412, -0.291, -0.02107,  0.95649,  0.50196,  0.50196,  1.00,  0.00,  0.11625,  0.82742
7541, 2099,  0.09754, -0.08493,  0.10082, -0.22527, -0.69419,  0.68363,  0.50196,  0.50196,  0.40,  0.00,  0.1057,  0.81856
7542, 2100,  0.09489, -0.03363,  0.09412, -0.291, -0.02107,  0.95649,  0.50196,  0.50196,  1.00,  0.00,  0.11625,  0.82742
7543, 2101,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7544, 2102,  0.04483, -0.03474,  0.08302, -0.25915, -0.02416,  0.96553,  0.50196,  0.50196,  1.00,  0.00,  0.10303,  0.87582
7545, 2101,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7546, 2103,  0.00167, -0.035,  0.07998, -0.21363,  0.00473,  0.9769,  0.50196,  0.50196,  1.00,  0.00,  0.09791,  0.9177
7547, 2102,  0.04483, -0.03474,  0.08302, -0.25915, -0.02416,  0.96553,  0.50196,  0.50196,  1.00,  0.00,  0.10303,  0.87582
7548, 2103,  0.00167, -0.035,  0.07998, -0.21363,  0.00473,  0.9769,  0.50196,  0.50196,  1.00,  0.00,  0.09791,  0.9177
7549, 2101,  0.04823, -0.08248,  0.09073, -0.19456, -0.68814,  0.69894,  0.50196,  0.50196,  0.00,  0.00,  0.09333,  0.86601
7550, 1980,  0.00231, -0.0709,  0.07041, -0.14066, -0.70345,  0.69669,  0.50196,  0.50196,  1.00,  0.00,  0.07615,  0.91238
7551, 1980,  0.00231, -0.0709,  0.07041, -0.14066, -0.70345,  0.69669,  0.50196,  0.50196,  1.00,  0.00,  0.07615,  0.91238
7552, 2104, -0.03297, -0.03466,  0.0851, -0.16057,  0.01876,  0.98685,  0.50196,  0.50196,  1.00,  0.00,  0.10083,  0.95175
7553, 2103,  0.00167, -0.035,  0.07998, -0.21363,  0.00473,  0.9769,  0.50196,  0.50196,  1.00,  0.00,  0.09791,  0.9177
7554, 2104, -0.03297, -0.03466,  0.0851, -0.16057,  0.01876,  0.98685,  0.50196,  0.50196,  1.00,  0.00,  0.10083,  0.95175
7555, 1980,  0.00231, -0.0709,  0.07041, -0.14066, -0.70345,  0.69669,  0.50196,  0.50196,  1.00,  0.00,  0.07615,  0.91238
7556, 1978, -0.03675, -0.05496,  0.06815, -0.12231, -0.22952,  0.96559,  0.50196,  0.50196,  1.00,  0.00,  0.0777,  0.95273
7557, 1978, -0.03675, -0.05496,  0.06815, -0.12231, -0.22952,  0.96559,  0.50196,  0.50196,  1.00,  0.00,  0.0777,  0.95273
7558, 2105, -0.05551, -0.03573,  0.094, -0.13706, -0.05728,  0.985,  0.50196,  0.50196,  1.00,  0.00,  0.10052,  0.97372
7559, 2104, -0.03297, -0.03466,  0.0851, -0.16057,  0.01876,  0.98685,  0.50196,  0.50196,  1.00,  0.00,  0.10083,  0.95175
