VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
11723,3175,-0.4132,-0.00488,-0.00273,0.5343,0.68528,-0.4897,-0.74379,0.11134,-0.65781,1,1,0.50196,1,0,0.46017,0.97687,0.13022,0.33195,0.79159
11724,3174,-0.40987,-0.0081,-0.00251,0.35595,0.80456,-0.47196,-0.80692,0.01206,-0.58947,1,1,0.50196,1,0,0.4544,0.96914,0.3248,0.68599,0.92978
11725,3176,-0.39337,-0.01621,-0.01253,0.17472,0.82296,-0.54021,-0.86233,-0.13706,-0.48729,1,1,0.50196,1,0,0.43934,0.93566,0.49389,0.51181,0.99982
11726,3171,-0.41234,-0.01396,-0.01411,0.30981,0.72839,-0.60874,-0.84695,-0.07681,-0.52469,1,1,0.50196,1,0,0.46996,0.95184,0.49407,0.49344,0.99992
11727,3176,-0.39337,-0.01621,-0.01253,0.17472,0.82296,-0.54021,-0.86233,-0.13706,-0.48729,1,1,0.50196,1,0,0.43934,0.93566,0.49389,0.51181,0.99982
11728,3174,-0.40987,-0.0081,-0.00251,0.35595,0.80456,-0.47196,-0.80692,0.01206,-0.58947,1,1,0.50196,1,0,0.4544,0.96914,0.3248,0.68599,0.92978
11729,3177,-0.39236,-0.01214,-0.00296,0.2086,0.89188,-0.40085,-0.83735,-0.04903,-0.54429,1,1,0.50196,1,0,0.42856,0.94979,0.36596,0.67621,0.94831
11730,3178,-0.39656,-0.02661,-0.02472,0.08594,0.57581,-0.81277,-0.90978,-0.28727,-0.29953,1,1,0.50196,1,0.19311,0.4563,0.91421,0.48582,0.52218,0.99931
11731,3171,-0.41234,-0.01396,-0.01411,0.30981,0.72839,-0.60874,-0.84695,-0.07681,-0.52469,1,1,0.50196,1,0,0.46996,0.95184,0.49407,0.49344,0.99992
11732,3176,-0.39337,-0.01621,-0.01253,0.17472,0.82296,-0.54021,-0.86233,-0.13706,-0.48729,1,1,0.50196,1,0,0.43934,0.93566,0.49389,0.51181,0.99982
11733,3171,-0.41234,-0.01396,-0.01411,0.30981,0.72839,-0.60874,-0.84695,-0.07681,-0.52469,1,1,0.50196,1,0,0.46996,0.95184,0.49407,0.49344,0.99992
11734,3178,-0.39656,-0.02661,-0.02472,0.08594,0.57581,-0.81277,-0.90978,-0.28727,-0.29953,1,1,0.50196,1,0.19311,0.4563,0.91421,0.48582,0.52218,0.99931
11735,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11736,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11737,3172,-0.42249,-0.01167,-0.01957,0.38795,0.53927,-0.74485,-0.86089,-0.06956,-0.50158,1,1,0.50196,1,0,0.49119,0.95883,0.35903,0.27871,0.92562
11738,3171,-0.41234,-0.01396,-0.01411,0.30981,0.72839,-0.60874,-0.84695,-0.07681,-0.52469,1,1,0.50196,1,0,0.46996,0.95184,0.49407,0.49344,0.99992
11739,3180,-0.39873,-0.03729,-0.02949,0.04416,0.40587,-0.91259,-0.92801,-0.32168,-0.18786,1,1,0.50196,1,0.58445,0.46629,0.89795,0.59638,0.3396,0.96366
11740,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11741,3178,-0.39656,-0.02661,-0.02472,0.08594,0.57581,-0.81277,-0.90978,-0.28727,-0.29953,1,1,0.50196,1,0.19311,0.4563,0.91421,0.48582,0.52218,0.99931
11742,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11743,3180,-0.39873,-0.03729,-0.02949,0.04416,0.40587,-0.91259,-0.92801,-0.32168,-0.18786,1,1,0.50196,1,0.58445,0.46629,0.89795,0.59638,0.3396,0.96366
11744,3181,-0.41739,-0.03398,-0.02887,0.13129,0.38575,-0.91248,-0.94471,-0.22545,-0.2328,1,1,0.50196,1,0,0.49579,0.91348,0.56844,0.33057,0.96541
11745,3181,-0.41739,-0.03398,-0.02887,0.13129,0.38575,-0.91248,-0.94471,-0.22545,-0.2328,1,1,0.50196,1,0,0.49579,0.91348,0.56844,0.33057,0.96541
11746,3182,-0.43068,-0.0186,-0.02634,0.22613,0.3733,-0.89838,-0.93127,-0.17932,-0.31156,1,1,0.50196,1,0,0.51078,0.94756,0.36037,0.25283,0.91159
11747,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11748,3172,-0.42249,-0.01167,-0.01957,0.38795,0.53927,-0.74485,-0.86089,-0.06956,-0.50158,1,1,0.50196,1,0,0.49119,0.95883,0.35903,0.27871,0.92562
11749,3179,-0.41571,-0.02406,-0.02419,0.19243,0.50642,-0.83944,-0.92161,-0.19644,-0.33148,1,1,0.50196,1,0,0.48614,0.9312,0.50144,0.49572,0.99998
11750,3182,-0.43068,-0.0186,-0.02634,0.22613,0.3733,-0.89838,-0.93127,-0.17932,-0.31156,1,1,0.50196,1,0,0.51078,0.94756,0.36037,0.25283,0.91159
11751,3182,-0.43068,-0.0186,-0.02634,0.22613,0.3733,-0.89838,-0.93127,-0.17932,-0.31156,1,1,0.50196,1,0,0.51078,0.94756,0.36037,0.25283,0.91159
11752,3181,-0.41739,-0.03398,-0.02887,0.13129,0.38575,-0.91248,-0.94471,-0.22545,-0.2328,1,1,0.50196,1,0,0.49579,0.91348,0.56844,0.33057,0.96541
11753,3183,-0.44154,-0.03038,-0.03211,0.17032,0.29831,-0.93813,-0.94241,-0.22053,-0.2437,1,1,0.50196,1,0,0.53645,0.93109,0.402,0.20176,0.88916
11754,3184,-0.41499,-0.00383,-0.0174,0.84124,-0.37873,-0.38585,-0.37895,0.09602,-0.92042,1,1,0.50196,1,0,0.48416,0.97507,0.50245,0.49868,0.99999
11755,3185,-0.4163,-0.00754,-0.00984,0.88735,-0.29512,-0.34666,-0.30996,0.16575,-0.93597,1,1,0.50196,1,0,0.47204,0.96899,0.62834,0.73538,0.92205
11756,3186,-0.4195,-0.00954,-0.01525,0.84997,-0.32143,-0.41111,-0.39688,0.11253,-0.91076,1,1,0.50196,1,0,0.48227,0.96365,0.62479,0.73878,0.9212
11757,3185,-0.4163,-0.00754,-0.00984,0.88735,-0.29512,-0.34666,-0.30996,0.16575,-0.93597,1,1,0.50196,1,0,0.47204,0.96899,0.62834,0.73538,0.92205
11758,3184,-0.41499,-0.00383,-0.0174,0.84124,-0.37873,-0.38585,-0.37895,0.09602,-0.92042,1,1,0.50196,1,0,0.48416,0.97507,0.50245,0.49868,0.99999
11759,3187,-0.41149,-0.00159,-0.01116,0.89305,-0.33353,-0.30201,-0.25599,0.17537,-0.95064,1,1,0.50196,1,0,0.47382,0.98084,0.4939,0.50811,0.9999
11760,3187,-0.41149,-0.00159,-0.01116,0.89305,-0.33353,-0.30201,-0.25599,0.17537,-0.95064,1,1,0.50196,1,0,0.47382,0.98084,0.4939,0.50811,0.9999
11761,3188,-0.4132,-0.00488,-0.00273,0.93597,-0.22331,-0.26211,-0.21651,0.21105,-0.95288,1,1,0.50196,1,0,0.46017,0.97687,0.39649,0.67125,0.95821
11762,3185,-0.4163,-0.00754,-0.00984,0.88735,-0.29512,-0.34666,-0.30996,0.16575,-0.93597,1,1,0.50196,1,0,0.47204,0.96899,0.62834,0.73538,0.92205
11763,3188,-0.4132,-0.00488,-0.00273,0.93597,-0.22331,-0.26211,-0.21651,0.21105,-0.95288,1,1,0.50196,1,0,0.46017,0.97687,0.39649,0.67125,0.95821
11764,3187,-0.41149,-0.00159,-0.01116,0.89305,-0.33353,-0.30201,-0.25599,0.17537,-0.95064,1,1,0.50196,1,0,0.47382,0.98084,0.4939,0.50811,0.9999
11765,3189,-0.40931,-0.00061,-0.00331,0.94071,-0.25001,-0.22926,-0.1821,0.19802,-0.96313,1,1,0.50196,1,0,0.46092,0.98539,0.38085,0.51526,0.98536
11766,3190,-0.42249,-0.01167,-0.01957,0.81586,-0.36534,-0.44245,-0.48465,-0.02683,-0.87415,1,1,0.50196,1,0,0.49119,0.95883,0.62507,0.72995,0.92601
11767,3184,-0.41499,-0.00383,-0.0174,0.84124,-0.37873,-0.38585,-0.37895,0.09602,-0.92042,1,1,0.50196,1,0,0.48416,0.97507,0.50245,0.49868,0.99999
11768,3186,-0.4195,-0.00954,-0.01525,0.84997,-0.32143,-0.41111,-0.39688,0.11253,-0.91076,1,1,0.50196,1,0,0.48227,0.96365,0.62479,0.73878,0.9212
11769,3184,-0.41499,-0.00383,-0.0174,0.84124,-0.37873,-0.38585,-0.37895,0.09602,-0.92042,1,1,0.50196,1,0,0.48416,0.97507,0.50245,0.49868,0.99999
11770,3190,-0.42249,-0.01167,-0.01957,0.81586,-0.36534,-0.44245,-0.48465,-0.02683,-0.87415,1,1,0.50196,1,0,0.49119,0.95883,0.62507,0.72995,0.92601
11771,3191,-0.42187,-0.00852,-0.02669,0.7556,-0.46741,-0.4589,-0.54956,-0.07113,-0.83242,1,1,0.50196,1,0,0.50206,0.96612,0.50095,0.50279,0.99999
11772,3192,-0.43068,-0.0186,-0.02634,0.70956,-0.43034,-0.55376,-0.66793,-0.1757,-0.7225,1,1,0.50196,1,0,0.51078,0.94756,0.60322,0.68899,0.95125
11773,3191,-0.42187,-0.00852,-0.02669,0.7556,-0.46741,-0.4589,-0.54956,-0.07113,-0.83242,1,1,0.50196,1,0,0.50206,0.96612,0.50095,0.50279,0.99999
11774,3190,-0.42249,-0.01167,-0.01957,0.81586,-0.36534,-0.44245,-0.48465,-0.02683,-0.87415,1,1,0.50196,1,0,0.49119,0.95883,0.62507,0.72995,0.92601
11775,3191,-0.42187,-0.00852,-0.02669,0.7556,-0.46741,-0.4589,-0.54956,-0.07113,-0.83242,1,1,0.50196,1,0,0.50206,0.96612,0.50095,0.50279,0.99999
11776,3192,-0.43068,-0.0186,-0.02634,0.70956,-0.43034,-0.55376,-0.66793,-0.1757,-0.7225,1,1,0.50196,1,0,0.51078,0.94756,0.60322,0.68899,0.95125
11777,3193,-0.43063,-0.01273,-0.03468,0.66304,-0.54402,-0.51421,-0.69339,-0.18744,-0.69576,1,1,0.50196,1,0,0.52122,0.96105,0.49456,0.4928,0.99992
11778,3194,-0.44009,-0.02094,-0.03521,0.68372,-0.44045,-0.57791,-0.7181,-0.29087,-0.63101,1,1,0.50196,1,0,0.53346,0.94855,0.4992,0.4886,0.99987
11779,3193,-0.43063,-0.01273,-0.03468,0.66304,-0.54402,-0.51421,-0.69339,-0.18744,-0.69576,1,1,0.50196,1,0,0.52122,0.96105,0.49456,0.4928,0.99992
11780,3192,-0.43068,-0.0186,-0.02634,0.70956,-0.43034,-0.55376,-0.66793,-0.1757,-0.7225,1,1,0.50196,1,0,0.51078,0.94756,0.60322,0.68899,0.95125
11781,3192,-0.43068,-0.0186,-0.02634,0.70956,-0.43034,-0.55376,-0.66793,-0.1757,-0.7225,1,1,0.50196,1,0,0.51078,0.94756,0.60322,0.68899,0.95125
11782,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11783,3194,-0.44009,-0.02094,-0.03521,0.68372,-0.44045,-0.57791,-0.7181,-0.29087,-0.63101,1,1,0.50196,1,0,0.53346,0.94855,0.4992,0.4886,0.99987
11784,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11785,3196,-0.44683,-0.02221,-0.04386,0.55399,-0.53369,-0.63896,-0.8274,-0.26793,-0.49358,1,1,0.50196,1,0,0.5533,0.95233,0.48888,0.48336,0.9996
11786,3194,-0.44009,-0.02094,-0.03521,0.68372,-0.44045,-0.57791,-0.7181,-0.29087,-0.63101,1,1,0.50196,1,0,0.53346,0.94855,0.4992,0.4886,0.99987
11787,3196,-0.44683,-0.02221,-0.04386,0.55399,-0.53369,-0.63896,-0.8274,-0.26793,-0.49358,1,1,0.50196,1,0,0.5533,0.95233,0.48888,0.48336,0.9996
11788,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11789,3197,-0.4575,-0.03251,-0.0436,0.47858,-0.46049,-0.7476,-0.87795,-0.23848,-0.41513,1,1,0.50196,1,0,0.57234,0.93642,0.43963,0.51315,0.99617
11790,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11791,3198,-0.45361,-0.04418,-0.03346,0.46255,-0.50253,-0.73042,-0.88589,-0.29472,-0.35824,1,1,0.50196,1,0,0.56471,0.91187,0.50197,0.5149,0.99977
11792,3197,-0.4575,-0.03251,-0.0436,0.47858,-0.46049,-0.7476,-0.87795,-0.23848,-0.41513,1,1,0.50196,1,0,0.57234,0.93642,0.43963,0.51315,0.99617
11793,3198,-0.45361,-0.04418,-0.03346,0.46255,-0.50253,-0.73042,-0.88589,-0.29472,-0.35824,1,1,0.50196,1,0,0.56471,0.91187,0.50197,0.5149,0.99977
11794,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11795,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11796,3200,-0.41739,-0.03398,-0.02887,0.00309,-0.33006,-0.94371,-0.96599,-0.23928,0.07971,1,1,0.50196,1,0,0.49579,0.91348,0.41171,0.65954,0.96557
11797,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11798,3195,-0.44154,-0.03038,-0.03211,0.48501,-0.36194,-0.79413,-0.86645,-0.29973,-0.39552,1,1,0.50196,1,0,0.53645,0.93109,0.49449,0.54565,0.99788
11799,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11800,3200,-0.41739,-0.03398,-0.02887,0.00309,-0.33006,-0.94371,-0.96599,-0.23928,0.07971,1,1,0.50196,1,0,0.49579,0.91348,0.41171,0.65954,0.96557
11801,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11802,3202,-0.39873,-0.03729,-0.02949,-0.08243,-0.33484,-0.9384,-0.95335,-0.24795,0.17209,1,1,0.50196,1,0.58445,0.46629,0.89795,0.41825,0.67028,0.96295
11803,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11804,3200,-0.41739,-0.03398,-0.02887,0.00309,-0.33006,-0.94371,-0.96599,-0.23928,0.07971,1,1,0.50196,1,0,0.49579,0.91348,0.41171,0.65954,0.96557
11805,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11806,3202,-0.39873,-0.03729,-0.02949,-0.08243,-0.33484,-0.9384,-0.95335,-0.24795,0.17209,1,1,0.50196,1,0.58445,0.46629,0.89795,0.41825,0.67028,0.96295
11807,3203,-0.40034,-0.04685,-0.02593,-0.12019,-0.52563,-0.84191,-0.95738,-0.16304,0.23827,1,1,0.50196,1,0.89236,0.47313,0.88317,0.51314,0.47191,0.99904
11808,3203,-0.40034,-0.04685,-0.02593,-0.12019,-0.52563,-0.84191,-0.95738,-0.16304,0.23827,1,1,0.50196,1,0.89236,0.47313,0.88317,0.51314,0.47191,0.99904
11809,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11810,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11811,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11812,3203,-0.40034,-0.04685,-0.02593,-0.12019,-0.52563,-0.84191,-0.95738,-0.16304,0.23827,1,1,0.50196,1,0.89236,0.47313,0.88317,0.51314,0.47191,0.99904
11813,3205,-0.40109,-0.05587,-0.01717,-0.14626,-0.7957,-0.58743,-0.95473,-0.04204,0.29429,1,1,0.50196,1,1,0.47912,0.86342,0.50655,0.47757,0.99945
11814,3205,-0.40109,-0.05587,-0.01717,-0.14626,-0.7957,-0.58743,-0.95473,-0.04204,0.29429,1,1,0.50196,1,1,0.47912,0.86342,0.50655,0.47757,0.99945
11815,3206,-0.41744,-0.05961,-0.00506,-0.03461,-0.86864,-0.49189,-0.97323,-0.07908,0.20772,1,1,0.50196,1,0.8735,0.51056,0.85041,0.57473,0.28772,0.94649
11816,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11817,3206,-0.41744,-0.05961,-0.00506,-0.03461,-0.86864,-0.49189,-0.97323,-0.07908,0.20772,1,1,0.50196,1,0.8735,0.51056,0.85041,0.57473,0.28772,0.94649
11818,3205,-0.40109,-0.05587,-0.01717,-0.14626,-0.7957,-0.58743,-0.95473,-0.04204,0.29429,1,1,0.50196,1,1,0.47912,0.86342,0.50655,0.47757,0.99945
11819,3207,-0.40141,-0.06134,-0.0053,-0.10947,-0.90154,-0.41816,-0.95655,-0.01893,0.29072,1,1,0.50196,1,1,0.48535,0.84208,0.55859,0.32197,0.96354
11820,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11821,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11822,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11823,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11824,3201,-0.41788,-0.0432,-0.02558,-0.0183,-0.50628,-0.86172,-0.9699,-0.19469,0.13433,1,1,0.50196,1,0.21429,0.50123,0.89645,0.49953,0.49703,0.99999
11825,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11826,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11827,3209,-0.45047,-0.05523,-0.02031,0.32321,-0.74896,-0.57844,-0.94525,-0.28469,-0.15956,1,1,0.50196,1,0.00635,0.56115,0.88341,0.49541,0.51766,0.99967
11828,3198,-0.45361,-0.04418,-0.03346,0.46255,-0.50253,-0.73042,-0.88589,-0.29472,-0.35824,1,1,0.50196,1,0,0.56471,0.91187,0.50197,0.5149,0.99977
11829,3209,-0.45047,-0.05523,-0.02031,0.32321,-0.74896,-0.57844,-0.94525,-0.28469,-0.15956,1,1,0.50196,1,0.00635,0.56115,0.88341,0.49541,0.51766,0.99967
11830,3199,-0.44081,-0.0427,-0.02787,0.25341,-0.47487,-0.84152,-0.9482,-0.28317,-0.12791,1,1,0.50196,1,0,0.54022,0.90763,0.50825,0.49827,0.99993
11831,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11832,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11833,3210,-0.44853,-0.06227,-0.00476,0.22054,-0.85482,-0.46973,-0.97396,-0.21898,-0.05877,1,1,0.50196,1,0.25327,0.55985,0.85421,0.48267,0.26992,0.94358
11834,3209,-0.45047,-0.05523,-0.02031,0.32321,-0.74896,-0.57844,-0.94525,-0.28469,-0.15956,1,1,0.50196,1,0.00635,0.56115,0.88341,0.49541,0.51766,0.99967
11835,3210,-0.44853,-0.06227,-0.00476,0.22054,-0.85482,-0.46973,-0.97396,-0.21898,-0.05877,1,1,0.50196,1,0.25327,0.55985,0.85421,0.48267,0.26992,0.94358
11836,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11837,3211,-0.43741,-0.06144,-0.00495,0.14799,-0.84177,-0.51546,-0.97732,-0.19602,0.03795,1,1,0.50196,1,0.41007,0.54297,0.85436,0.5284,0.25869,0.93699
11838,3211,-0.43741,-0.06144,-0.00495,0.14799,-0.84177,-0.51546,-0.97732,-0.19602,0.03795,1,1,0.50196,1,0.41007,0.54297,0.85436,0.5284,0.25869,0.93699
11839,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11840,3206,-0.41744,-0.05961,-0.00506,-0.03461,-0.86864,-0.49189,-0.97323,-0.07908,0.20772,1,1,0.50196,1,0.8735,0.51056,0.85041,0.57473,0.28772,0.94649
11841,3204,-0.41794,-0.0527,-0.01672,-0.0398,-0.77339,-0.63128,-0.9725,-0.11067,0.19645,1,1,0.50196,1,0.61195,0.5064,0.87383,0.50004,0.49837,1
11842,3211,-0.43741,-0.06144,-0.00495,0.14799,-0.84177,-0.51546,-0.97732,-0.19602,0.03795,1,1,0.50196,1,0.41007,0.54297,0.85436,0.5284,0.25869,0.93699
11843,3208,-0.43889,-0.05349,-0.01831,0.19465,-0.74724,-0.63283,-0.96724,-0.24392,-0.01123,1,1,0.50196,1,0.07611,0.54146,0.88168,0.5051,0.49621,0.99996
11844,3196,-0.44683,-0.02221,-0.04386,0.55399,-0.53369,-0.63896,-0.8274,-0.26793,-0.49358,1,1,0.50196,1,0,0.5533,0.95233,0.48888,0.48336,0.9996
11845,3197,-0.4575,-0.03251,-0.0436,0.47858,-0.46049,-0.7476,-0.87795,-0.23848,-0.41513,1,1,0.50196,1,0,0.57234,0.93642,0.43963,0.51315,0.99617
11846,3212,-0.45822,-0.02431,-0.04768,0.3562,-0.39112,-0.84861,-0.93429,-0.16354,-0.31678,1,1,0.50196,1,0,0.5741,0.95214,0.34678,0.51058,0.97583
11847,3213,-0.37455,-0.07039,-0.02069,-0.59343,-0.74499,-0.30462,-0.11427,-0.29666,0.94806,1,1,0.50196,1,1,0.26887,0.64412,0.50412,0.49767,0.99998
11848,3214,-0.36264,-0.08129,-0.0041,-0.33726,-0.94133,-0.01263,0.0318,-0.0248,0.99919,1,1,0.50196,1,1,0.29798,0.62096,0.49823,0.53346,0.99888
11849,3215,-0.3748,-0.07494,-0.00436,-0.47616,-0.87919,-0.01598,0.05242,-0.04651,0.99748,1,1,0.50196,1,1,0.2956,0.64281,0.49995,0.50067,1
11850,3214,-0.36264,-0.08129,-0.0041,-0.33726,-0.94133,-0.01263,0.0318,-0.0248,0.99919,1,1,0.50196,1,1,0.29798,0.62096,0.49823,0.53346,0.99888
11851,3213,-0.37455,-0.07039,-0.02069,-0.59343,-0.74499,-0.30462,-0.11427,-0.29666,0.94806,1,1,0.50196,1,1,0.26887,0.64412,0.50412,0.49767,0.99998
11852,3216,-0.36129,-0.07946,-0.02269,-0.38791,-0.91423,-0.11711,-0.00491,-0.125,0.99214,1,1,0.50196,1,1,0.2688,0.61858,0.5053,0.47604,0.9994
11853,3216,-0.36129,-0.07946,-0.02269,-0.38791,-0.91423,-0.11711,-0.00491,-0.125,0.99214,1,1,0.50196,1,1,0.2688,0.61858,0.5053,0.47604,0.9994
11854,3217,-0.34169,-0.08418,-0.00374,-0.06154,-0.99807,-0.00808,-0.01368,-0.00677,0.99988,1,1,0.50196,1,1,0.30011,0.5863,0.49978,0.49543,0.99998
11855,3214,-0.36264,-0.08129,-0.0041,-0.33726,-0.94133,-0.01263,0.0318,-0.0248,0.99919,1,1,0.50196,1,1,0.29798,0.62096,0.49823,0.53346,0.99888
11856,3217,-0.34169,-0.08418,-0.00374,-0.06154,-0.99807,-0.00808,-0.01368,-0.00677,0.99988,1,1,0.50196,1,1,0.30011,0.5863,0.49978,0.49543,0.99998
11857,3216,-0.36129,-0.07946,-0.02269,-0.38791,-0.91423,-0.11711,-0.00491,-0.125,0.99214,1,1,0.50196,1,1,0.2688,0.61858,0.5053,0.47604,0.9994
11858,2176,-0.3399,-0.08372,-0.02387,-0.08577,-0.99408,-0.06671,-0.015,-0.06569,0.99773,1,1,0.50196,1,1,0.26883,0.58365,0.49457,0.50074,0.99997
11859,3213,-0.37455,-0.07039,-0.02069,-0.59343,-0.74499,-0.30462,-0.11427,-0.29666,0.94806,1,1,0.50196,1,1,0.26887,0.64412,0.50412,0.49767,0.99998
11860,2175,-0.35905,-0.0776,-0.04119,-0.48468,-0.84043,-0.24052,-0.06744,-0.23848,0.96809,1,1,0.50196,1,1,0.24048,0.6152,0.50853,0.48981,0.99982
11861,3216,-0.36129,-0.07946,-0.02269,-0.38791,-0.91423,-0.11711,-0.00491,-0.125,0.99214,1,1,0.50196,1,1,0.2688,0.61858,0.5053,0.47604,0.9994
11862,2175,-0.35905,-0.0776,-0.04119,-0.48468,-0.84043,-0.24052,-0.06744,-0.23848,0.96809,1,1,0.50196,1,1,0.24048,0.6152,0.50853,0.48981,0.99982
11863,2176,-0.3399,-0.08372,-0.02387,-0.08577,-0.99408,-0.06671,-0.015,-0.06569,0.99773,1,1,0.50196,1,1,0.26883,0.58365,0.49457,0.50074,0.99997
