VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
17874,5893,-0.05145,-0.18035,0.16218,0.72481,0.64902,0.23115,0.35629,-0.64027,0.68052,1,1,0.50196,1,1,0.782,0.91318,0.05276,0.06079,0.5967,0.06704,0.73065
17875,5892,-0.03954,-0.1955,0.16987,0.8336,0.52412,-0.17437,0.48303,-0.53857,0.69038,1,1,0.50196,1,1,0.79705,0.91967,0.05339,0.06106,0.51038,0.4534,0.99772
17876,5894,-0.05037,-0.18022,0.15843,0.87497,0.4567,-0.16078,0.43993,-0.61123,0.65792,1,1,0.50196,1,1,0.78,0.91571,0.05268,0.06089,0.50098,0.49985,1
17877,5894,-0.05037,-0.18022,0.15843,0.87497,0.4567,-0.16078,0.43993,-0.61123,0.65792,1,1,0.50196,1,1,0.78,0.91571,0.05268,0.06089,0.50098,0.49985,1
17878,5895,-0.0608,-0.1646,0.15134,0.78931,0.56346,0.24392,0.27742,-0.68169,0.67701,1,1,0.50196,1,1,0.7651,0.91001,0.05206,0.06066,0.57996,0.06801,0.73873
17879,5893,-0.05145,-0.18035,0.16218,0.72481,0.64902,0.23115,0.35629,-0.64027,0.68052,1,1,0.50196,1,1,0.782,0.91318,0.05276,0.06079,0.5967,0.06704,0.73065
17880,5895,-0.0608,-0.1646,0.15134,0.78931,0.56346,0.24392,0.27742,-0.68169,0.67701,1,1,0.50196,1,1,0.7651,0.91001,0.05206,0.06066,0.57996,0.06801,0.73873
17881,5894,-0.05037,-0.18022,0.15843,0.87497,0.4567,-0.16078,0.43993,-0.61123,0.65792,1,1,0.50196,1,1,0.78,0.91571,0.05268,0.06089,0.50098,0.49985,1
17882,5896,-0.05929,-0.16531,0.14807,0.92259,0.36306,-0.13044,0.35157,-0.65208,0.67171,1,1,0.50196,1,1,0.76364,0.91267,0.05199,0.06077,0.50613,0.5103,0.99986
17883,5896,-0.05929,-0.16531,0.14807,0.92259,0.36306,-0.13044,0.35157,-0.65208,0.67171,1,1,0.50196,1,1,0.76364,0.91267,0.05199,0.06077,0.50613,0.5103,0.99986
17884,5897,-0.06755,-0.14633,0.1379,0.8695,0.40484,0.28298,0.11276,-0.72047,0.68425,1,1,0.50196,1,1,0.74538,0.90687,0.05123,0.06052,0.58363,0.09582,0.78222
17885,5895,-0.0608,-0.1646,0.15134,0.78931,0.56346,0.24392,0.27742,-0.68169,0.67701,1,1,0.50196,1,1,0.7651,0.91001,0.05206,0.06066,0.57996,0.06801,0.73873
17886,5897,-0.06755,-0.14633,0.1379,0.8695,0.40484,0.28298,0.11276,-0.72047,0.68425,1,1,0.50196,1,1,0.74538,0.90687,0.05123,0.06052,0.58363,0.09582,0.78222
17887,5896,-0.05929,-0.16531,0.14807,0.92259,0.36306,-0.13044,0.35157,-0.65208,0.67171,1,1,0.50196,1,1,0.76364,0.91267,0.05199,0.06077,0.50613,0.5103,0.99986
17888,5898,-0.06633,-0.14707,0.13517,0.98257,0.15066,-0.10892,0.18445,-0.71691,0.67232,1,1,0.50196,1,1,0.74387,0.90909,0.05117,0.06062,0.52149,0.45422,0.99744
17889,5898,-0.06633,-0.14707,0.13517,0.98257,0.15066,-0.10892,0.18445,-0.71691,0.67232,1,1,0.50196,1,1,0.74387,0.90909,0.05117,0.06062,0.52149,0.45422,0.99744
17890,5899,-0.0683,-0.13718,0.13222,0.91603,0.14758,0.37296,-0.16818,-0.70284,0.69118,1,1,0.50196,1,1,0.73424,0.90535,0.05077,0.06046,0.54511,0.21664,0.90948
17891,5897,-0.06755,-0.14633,0.1379,0.8695,0.40484,0.28298,0.11276,-0.72047,0.68425,1,1,0.50196,1,1,0.74538,0.90687,0.05123,0.06052,0.58363,0.09582,0.78222
17892,5899,-0.0683,-0.13718,0.13222,0.91603,0.14758,0.37296,-0.16818,-0.70284,0.69118,1,1,0.50196,1,1,0.73424,0.90535,0.05077,0.06046,0.54511,0.21664,0.90948
17893,5898,-0.06633,-0.14707,0.13517,0.98257,0.15066,-0.10892,0.18445,-0.71691,0.67232,1,1,0.50196,1,1,0.74387,0.90909,0.05117,0.06062,0.52149,0.45422,0.99744
17894,5900,-0.06701,-0.13838,0.1295,0.98598,-0.14277,0.08635,-0.16185,-0.69269,0.70284,1,1,0.50196,1,1,0.73341,0.9077,0.05073,0.06056,0.50738,0.46531,0.99874
17895,5900,-0.06701,-0.13838,0.1295,0.98598,-0.14277,0.08635,-0.16185,-0.69269,0.70284,1,1,0.50196,1,1,0.73341,0.9077,0.05073,0.06056,0.50738,0.46531,0.99874
17896,5901,-0.06608,-0.13148,0.12803,0.82519,-0.19683,0.52945,-0.5212,-0.62663,0.57938,1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.55062,0.1499,0.85336
17897,5899,-0.0683,-0.13718,0.13222,0.91603,0.14758,0.37296,-0.16818,-0.70284,0.69118,1,1,0.50196,1,1,0.73424,0.90535,0.05077,0.06046,0.54511,0.21664,0.90948
17898,5901,-0.06608,-0.13148,0.12803,0.82519,-0.19683,0.52945,-0.5212,-0.62663,0.57938,1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.55062,0.1499,0.85336
17899,5900,-0.06701,-0.13838,0.1295,0.98598,-0.14277,0.08635,-0.16185,-0.69269,0.70284,1,1,0.50196,1,1,0.73341,0.9077,0.05073,0.06056,0.50738,0.46531,0.99874
17900,5902,-0.06471,-0.13314,0.12531,0.88169,-0.46333,0.08916,-0.42892,-0.70832,0.56063,1,1,0.50196,1,1,0.72541,0.90684,0.0504,0.06052,0.51383,0.48912,0.99969
17901,5902,-0.06471,-0.13314,0.12531,0.88169,-0.46333,0.08916,-0.42892,-0.70832,0.56063,1,1,0.50196,1,1,0.72541,0.90684,0.0504,0.06052,0.51383,0.48912,0.99969
17902,5903,-0.06235,-0.1281,0.12612,0.62755,-0.55708,0.54391,-0.77569,-0.50749,0.37518,1,1,0.50196,1,1,0.71975,0.90378,0.05016,0.0604,0.512,0.20591,0.90419
17903,5901,-0.06608,-0.13148,0.12803,0.82519,-0.19683,0.52945,-0.5212,-0.62663,0.57938,1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.55062,0.1499,0.85336
17904,5903,-0.06235,-0.1281,0.12612,0.62755,-0.55708,0.54391,-0.77569,-0.50749,0.37518,1,1,0.50196,1,1,0.71975,0.90378,0.05016,0.0604,0.512,0.20591,0.90419
17905,5902,-0.06471,-0.13314,0.12531,0.88169,-0.46333,0.08916,-0.42892,-0.70832,0.56063,1,1,0.50196,1,1,0.72541,0.90684,0.0504,0.06052,0.51383,0.48912,0.99969
17906,5904,-0.06138,-0.12975,0.12315,0.58773,-0.80674,0.06118,-0.76664,-0.53116,0.36074,1,1,0.50196,1,1,0.71915,0.90654,0.05013,0.06051,0.51853,0.43794,0.99579
17907,5904,-0.06138,-0.12975,0.12315,0.58773,-0.80674,0.06118,-0.76664,-0.53116,0.36074,1,1,0.50196,1,1,0.71915,0.90654,0.05013,0.06051,0.51853,0.43794,0.99579
17908,5905,-0.05581,-0.12493,0.12461,0.26538,-0.80125,0.53626,-0.95891,-0.27721,0.06034,1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46503,0.10374,0.80291
17909,5903,-0.06235,-0.1281,0.12612,0.62755,-0.55708,0.54391,-0.77569,-0.50749,0.37518,1,1,0.50196,1,1,0.71975,0.90378,0.05016,0.0604,0.512,0.20591,0.90419
17910,5905,-0.05581,-0.12493,0.12461,0.26538,-0.80125,0.53626,-0.95891,-0.27721,0.06034,1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46503,0.10374,0.80291
17911,5904,-0.06138,-0.12975,0.12315,0.58773,-0.80674,0.06118,-0.76664,-0.53116,0.36074,1,1,0.50196,1,1,0.71915,0.90654,0.05013,0.06051,0.51853,0.43794,0.99579
17912,5906,-0.05514,-0.12658,0.1218,0.22453,-0.96157,0.158,-0.97432,-0.22436,0.01915,1,1,0.50196,1,1,0.71154,0.90606,0.04982,0.06049,0.50494,0.45891,0.99828
17913,5906,-0.05514,-0.12658,0.1218,0.22453,-0.96157,0.158,-0.97432,-0.22436,0.01915,1,1,0.50196,1,1,0.71154,0.90606,0.04982,0.06049,0.50494,0.45891,0.99828
17914,5907,-0.04531,-0.12416,0.12564,-0.12655,-0.86878,0.47876,-0.98246,0.04314,-0.1814,1,1,0.50196,1,1,0.70132,0.90406,0.04939,0.06041,0.46682,0.1829,0.88516
17915,5905,-0.05581,-0.12493,0.12461,0.26538,-0.80125,0.53626,-0.95891,-0.27721,0.06034,1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46503,0.10374,0.80291
17916,5907,-0.04531,-0.12416,0.12564,-0.12655,-0.86878,0.47876,-0.98246,0.04314,-0.1814,1,1,0.50196,1,1,0.70132,0.90406,0.04939,0.06041,0.46682,0.1829,0.88516
17917,5906,-0.05514,-0.12658,0.1218,0.22453,-0.96157,0.158,-0.97432,-0.22436,0.01915,1,1,0.50196,1,1,0.71154,0.90606,0.04982,0.06049,0.50494,0.45891,0.99828
17918,5908,-0.04505,-0.1258,0.12271,-0.08513,-0.98488,0.1509,-0.98124,0.05659,-0.18427,1,1,0.50196,1,1,0.70147,0.90664,0.0494,0.06051,0.49648,0.48699,0.99982
17919,5908,-0.04505,-0.1258,0.12271,-0.08513,-0.98488,0.1509,-0.98124,0.05659,-0.18427,1,1,0.50196,1,1,0.70147,0.90664,0.0494,0.06051,0.49648,0.48699,0.99982
17920,5909,-0.03487,-0.12602,0.12821,-0.44042,-0.74101,0.50688,-0.89505,0.31831,-0.31236,1,1,0.50196,1,1,0.69021,0.90372,0.04893,0.06039,0.44442,0.00323,0.51124
17921,5907,-0.04531,-0.12416,0.12564,-0.12655,-0.86878,0.47876,-0.98246,0.04314,-0.1814,1,1,0.50196,1,1,0.70132,0.90406,0.04939,0.06041,0.46682,0.1829,0.88516
17922,5909,-0.03487,-0.12602,0.12821,-0.44042,-0.74101,0.50688,-0.89505,0.31831,-0.31236,1,1,0.50196,1,1,0.69021,0.90372,0.04893,0.06039,0.44442,0.00323,0.51124
17923,5908,-0.04505,-0.1258,0.12271,-0.08513,-0.98488,0.1509,-0.98124,0.05659,-0.18427,1,1,0.50196,1,1,0.70147,0.90664,0.0494,0.06051,0.49648,0.48699,0.99982
17924,5910,-0.03472,-0.12809,0.1254,-0.40204,-0.89417,0.19702,-0.88964,0.33058,-0.31506,1,1,0.50196,1,1,0.69095,0.90651,0.04896,0.06051,0.5099,0.50654,0.99986
17925,5910,-0.03472,-0.12809,0.1254,-0.40204,-0.89417,0.19702,-0.88964,0.33058,-0.31506,1,1,0.50196,1,1,0.69095,0.90651,0.04896,0.06051,0.5099,0.50654,0.99986
17926,5911,-0.015,-0.13582,0.13766,-0.6601,-0.63436,0.40231,-0.7356,0.43736,-0.51731,1,1,0.50196,1,1,0.67012,0.90357,0.04809,0.06039,0.42993,0.17923,0.87709
17927,5909,-0.03487,-0.12602,0.12821,-0.44042,-0.74101,0.50688,-0.89505,0.31831,-0.31236,1,1,0.50196,1,1,0.69021,0.90372,0.04893,0.06039,0.44442,0.00323,0.51124
17928,5911,-0.015,-0.13582,0.13766,-0.6601,-0.63436,0.40231,-0.7356,0.43736,-0.51731,1,1,0.50196,1,1,0.67012,0.90357,0.04809,0.06039,0.42993,0.17923,0.87709
17929,5910,-0.03472,-0.12809,0.1254,-0.40204,-0.89417,0.19702,-0.88964,0.33058,-0.31506,1,1,0.50196,1,1,0.69095,0.90651,0.04896,0.06051,0.5099,0.50654,0.99986
17930,5912,-0.01601,-0.13746,0.13338,-0.58756,-0.79564,0.14738,-0.75062,0.4679,-0.46653,1,1,0.50196,1,1,0.67236,0.90687,0.04818,0.06052,0.50612,0.4791,0.99953
17931,5912,-0.01601,-0.13746,0.13338,-0.58756,-0.79564,0.14738,-0.75062,0.4679,-0.46653,1,1,0.50196,1,1,0.67236,0.90687,0.04818,0.06052,0.50612,0.4791,0.99953
17932,5913,0.00292,-0.15001,0.15,-0.76771,-0.587,0.257,-0.57157,0.44596,-0.68879,1,1,0.50196,1,1,0.64982,0.90691,0.04724,0.06053,0.3751,0.03436,0.6326
17933,5911,-0.015,-0.13582,0.13766,-0.6601,-0.63436,0.40231,-0.7356,0.43736,-0.51731,1,1,0.50196,1,1,0.67012,0.90357,0.04809,0.06039,0.42993,0.17923,0.87709
17934,5913,0.00292,-0.15001,0.15,-0.76771,-0.587,0.257,-0.57157,0.44596,-0.68879,1,1,0.50196,1,1,0.64982,0.90691,0.04724,0.06053,0.3751,0.03436,0.6326
17935,5912,-0.01601,-0.13746,0.13338,-0.58756,-0.79564,0.14738,-0.75062,0.4679,-0.46653,1,1,0.50196,1,1,0.67236,0.90687,0.04818,0.06052,0.50612,0.4791,0.99953
17936,5914,0.00314,-0.15192,0.14619,-0.69494,-0.71491,0.07717,-0.56386,0.4752,-0.67546,1,1,0.50196,1,1,0.65125,0.91,0.0473,0.06065,0.50906,0.50678,0.99987
17937,5914,0.00314,-0.15192,0.14619,-0.69494,-0.71491,0.07717,-0.56386,0.4752,-0.67546,1,1,0.50196,1,1,0.65125,0.91,0.0473,0.06065,0.50906,0.50678,0.99987
17938,5915,0.01515,-0.16406,0.16185,-0.8093,-0.57748,0.10747,-0.4203,0.44148,-0.79274,1,1,0.50196,1,1,0.63349,0.91232,0.04655,0.06075,0.35634,0.03071,0.40443
17939,5913,0.00292,-0.15001,0.15,-0.76771,-0.587,0.257,-0.57157,0.44596,-0.68879,1,1,0.50196,1,1,0.64982,0.90691,0.04724,0.06053,0.3751,0.03436,0.6326
17940,5915,0.01515,-0.16406,0.16185,-0.8093,-0.57748,0.10747,-0.4203,0.44148,-0.79274,1,1,0.50196,1,1,0.63349,0.91232,0.04655,0.06075,0.35634,0.03071,0.40443
17941,5914,0.00314,-0.15192,0.14619,-0.69494,-0.71491,0.07717,-0.56386,0.4752,-0.67546,1,1,0.50196,1,1,0.65125,0.91,0.0473,0.06065,0.50906,0.50678,0.99987
17942,5916,0.01566,-0.16552,0.15754,-0.71255,-0.69854,-0.06566,-0.39672,0.47832,-0.78347,1,1,0.50196,1,1,0.63548,0.91535,0.04664,0.06088,0.50947,0.49836,0.99991
17943,5916,0.01566,-0.16552,0.15754,-0.71255,-0.69854,-0.06566,-0.39672,0.47832,-0.78347,1,1,0.50196,1,1,0.63548,0.91535,0.04664,0.06088,0.50947,0.49836,0.99991
17944,5917,0.02687,-0.17947,0.17443,-0.88448,-0.4659,0.02529,-0.23863,0.40511,-0.88258,1,1,0.50196,1,1,0.61665,0.9192,0.04585,0.06104,0.31068,0.10136,0.73505
17945,5915,0.01515,-0.16406,0.16185,-0.8093,-0.57748,0.10747,-0.4203,0.44148,-0.79274,1,1,0.50196,1,1,0.63349,0.91232,0.04655,0.06075,0.35634,0.03071,0.40443
17946,5917,0.02687,-0.17947,0.17443,-0.88448,-0.4659,0.02529,-0.23863,0.40511,-0.88258,1,1,0.50196,1,1,0.61665,0.9192,0.04585,0.06104,0.31068,0.10136,0.73505
17947,5916,0.01566,-0.16552,0.15754,-0.71255,-0.69854,-0.06566,-0.39672,0.47832,-0.78347,1,1,0.50196,1,1,0.63548,0.91535,0.04664,0.06088,0.50947,0.49836,0.99991
17948,5918,0.02762,-0.1811,0.17024,-0.73294,-0.64728,-0.20937,-0.18852,0.48895,-0.85169,1,1,0.50196,1,1,0.61874,0.92215,0.04594,0.06116,0.5289,0.51213,0.99902
17949,5918,0.02762,-0.1811,0.17024,-0.73294,-0.64728,-0.20937,-0.18852,0.48895,-0.85169,1,1,0.50196,1,1,0.61874,0.92215,0.04594,0.06116,0.5289,0.51213,0.99902
17950,5919,0.03391,-0.19703,0.1879,-0.91187,-0.40348,-0.07543,-0.09962,0.39583,-0.91291,1,1,0.50196,1,1,0.6012,0.92996,0.04521,0.06149,0.27765,0.15978,0.79122
17951,5917,0.02687,-0.17947,0.17443,-0.88448,-0.4659,0.02529,-0.23863,0.40511,-0.88258,1,1,0.50196,1,1,0.61665,0.9192,0.04585,0.06104,0.31068,0.10136,0.73505
17952,5919,0.03391,-0.19703,0.1879,-0.91187,-0.40348,-0.07543,-0.09962,0.39583,-0.91291,1,1,0.50196,1,1,0.6012,0.92996,0.04521,0.06149,0.27765,0.15978,0.79122
17953,5918,0.02762,-0.1811,0.17024,-0.73294,-0.64728,-0.20937,-0.18852,0.48895,-0.85169,1,1,0.50196,1,1,0.61874,0.92215,0.04594,0.06116,0.5289,0.51213,0.99902
17954,5920,0.03514,-0.19887,0.18315,-0.65401,-0.59194,-0.47104,0.07693,0.5674,-0.81984,1,1,0.50196,1,1,0.60385,0.93315,0.04532,0.06162,0.48097,0.45183,0.99731
17955,5920,0.03514,-0.19887,0.18315,-0.65401,-0.59194,-0.47104,0.07693,0.5674,-0.81984,1,1,0.50196,1,1,0.60385,0.93315,0.04532,0.06162,0.48097,0.45183,0.99731
17956,5921,0.04084,-0.21638,0.20079,-0.88328,-0.4653,-0.05758,-0.2212,0.52185,-0.82386,1,1,0.50196,1,1,0.58474,0.9404,0.04452,0.06193,0.33018,0.12686,0.78624
17957,5919,0.03391,-0.19703,0.1879,-0.91187,-0.40348,-0.07543,-0.09962,0.39583,-0.91291,1,1,0.50196,1,1,0.6012,0.92996,0.04521,0.06149,0.27765,0.15978,0.79122
17958,5921,0.04084,-0.21638,0.20079,-0.88328,-0.4653,-0.05758,-0.2212,0.52185,-0.82386,1,1,0.50196,1,1,0.58474,0.9404,0.04452,0.06193,0.33018,0.12686,0.78624
17959,5920,0.03514,-0.19887,0.18315,-0.65401,-0.59194,-0.47104,0.07693,0.5674,-0.81984,1,1,0.50196,1,1,0.60385,0.93315,0.04532,0.06162,0.48097,0.45183,0.99731
17960,5922,0.04219,-0.21832,0.19568,-0.63543,-0.60807,-0.4759,-0.07558,0.66234,-0.74538,1,1,0.50196,1,1,0.58681,0.9442,0.0446,0.06208,0.49733,0.52055,0.99957
17961,5922,0.04219,-0.21832,0.19568,-0.63543,-0.60807,-0.4759,-0.07558,0.66234,-0.74538,1,1,0.50196,1,1,0.58681,0.9442,0.0446,0.06208,0.49733,0.52055,0.99957
17962,5923,0.05212,-0.23509,0.21213,-0.73652,-0.67642,0.00038,-0.57542,0.62625,-0.52603,1,1,0.50196,1,1,0.56617,0.94689,0.04374,0.0622,0.48003,0.17072,0.87573
17963,5921,0.04084,-0.21638,0.20079,-0.88328,-0.4653,-0.05758,-0.2212,0.52185,-0.82386,1,1,0.50196,1,1,0.58474,0.9404,0.04452,0.06193,0.33018,0.12686,0.78624
17964,5923,0.05212,-0.23509,0.21213,-0.73652,-0.67642,0.00038,-0.57542,0.62625,-0.52603,1,1,0.50196,1,1,0.56617,0.94689,0.04374,0.0622,0.48003,0.17072,0.87573
17965,5922,0.04219,-0.21832,0.19568,-0.63543,-0.60807,-0.4759,-0.07558,0.66234,-0.74538,1,1,0.50196,1,1,0.58681,0.9442,0.0446,0.06208,0.49733,0.52055,0.99957
17966,5924,0.05365,-0.23672,0.20715,-0.53903,-0.73579,-0.40995,-0.54915,0.67605,-0.49132,1,1,0.50196,1,1,0.56656,0.95085,0.04376,0.06236,0.47626,0.46896,0.99847
17967,5924,0.05365,-0.23672,0.20715,-0.53903,-0.73579,-0.40995,-0.54915,0.67605,-0.49132,1,1,0.50196,1,1,0.56656,0.95085,0.04376,0.06236,0.47626,0.46896,0.99847
17968,5925,0.07509,-0.25247,0.22145,-0.58508,-0.80416,0.10494,-0.81076,0.57699,-0.09875,1,1,0.50196,1,1,0.54188,0.94544,0.04273,0.06214,0.55816,0.18816,0.88649
17969,5923,0.05212,-0.23509,0.21213,-0.73652,-0.67642,0.00038,-0.57542,0.62625,-0.52603,1,1,0.50196,1,1,0.56617,0.94689,0.04374,0.0622,0.48003,0.17072,0.87573
17970,5925,0.07509,-0.25247,0.22145,-0.58508,-0.80416,0.10494,-0.81076,0.57699,-0.09875,1,1,0.50196,1,1,0.54188,0.94544,0.04273,0.06214,0.55816,0.18816,0.88649
17971,5924,0.05365,-0.23672,0.20715,-0.53903,-0.73579,-0.40995,-0.54915,0.67605,-0.49132,1,1,0.50196,1,1,0.56656,0.95085,0.04376,0.06236,0.47626,0.46896,0.99847
17972,5926,0.0759,-0.25376,0.21615,-0.45463,-0.81476,-0.35982,-0.84214,0.52476,-0.12421,1,1,0.50196,1,1,0.54121,0.94964,0.0427,0.06231,0.50254,0.43804,0.99614
17973,5926,0.0759,-0.25376,0.21615,-0.45463,-0.81476,-0.35982,-0.84214,0.52476,-0.12421,1,1,0.50196,1,1,0.54121,0.94964,0.0427,0.06231,0.50254,0.43804,0.99614
17974,5927,0.10105,-0.26846,0.2274,-0.55749,-0.7825,0.27731,-0.77004,0.61223,0.1795,1,1,0.50196,1,1,0.51737,0.93919,0.0417,0.06187,0.63316,0.13755,0.81765
17975,5925,0.07509,-0.25247,0.22145,-0.58508,-0.80416,0.10494,-0.81076,0.57699,-0.09875,1,1,0.50196,1,1,0.54188,0.94544,0.04273,0.06214,0.55816,0.18816,0.88649
17976,5927,0.10105,-0.26846,0.2274,-0.55749,-0.7825,0.27731,-0.77004,0.61223,0.1795,1,1,0.50196,1,1,0.51737,0.93919,0.0417,0.06187,0.63316,0.13755,0.81765
17977,5926,0.0759,-0.25376,0.21615,-0.45463,-0.81476,-0.35982,-0.84214,0.52476,-0.12421,1,1,0.50196,1,1,0.54121,0.94964,0.0427,0.06231,0.50254,0.43804,0.99614
17978,5928,0.10071,-0.27009,0.22234,-0.50476,-0.82824,-0.24339,-0.86324,0.48603,0.13633,1,1,0.50196,1,1,0.51618,0.94314,0.04165,0.06204,0.5156,0.42724,0.99443
17979,5928,0.10071,-0.27009,0.22234,-0.50476,-0.82824,-0.24339,-0.86324,0.48603,0.13633,1,1,0.50196,1,1,0.51618,0.94314,0.04165,0.06204,0.5156,0.42724,0.99443
17980,5929,0.13761,-0.29221,0.2313,-0.46923,-0.7266,0.50187,-0.53634,0.68599,0.4917,1,1,0.50196,1,1,0.48477,0.92551,0.04034,0.0613,0.7291,0.11023,0.71353
17981,5927,0.10105,-0.26846,0.2274,-0.55749,-0.7825,0.27731,-0.77004,0.61223,0.1795,1,1,0.50196,1,1,0.51737,0.93919,0.0417,0.06187,0.63316,0.13755,0.81765
17982,5929,0.13761,-0.29221,0.2313,-0.46923,-0.7266,0.50187,-0.53634,0.68599,0.4917,1,1,0.50196,1,1,0.48477,0.92551,0.04034,0.0613,0.7291,0.11023,0.71353
17983,5928,0.10071,-0.27009,0.22234,-0.50476,-0.82824,-0.24339,-0.86324,0.48603,0.13633,1,1,0.50196,1,1,0.51618,0.94314,0.04165,0.06204,0.5156,0.42724,0.99443
17984,5930,0.13616,-0.29369,0.22789,-0.58219,-0.80956,0.07528,-0.67363,0.53213,0.5129,1,1,0.50196,1,1,0.48347,0.92819,0.04029,0.06141,0.44217,0.56233,0.99272
17985,5930,0.13616,-0.29369,0.22789,-0.58219,-0.80956,0.07528,-0.67363,0.53213,0.5129,1,1,0.50196,1,1,0.48347,0.92819,0.04029,0.06141,0.44217,0.56233,0.99272
17986,5931,0.16396,-0.31096,0.22425,-0.37053,-0.79429,0.48147,-0.12546,0.55642,0.82138,1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.81469,0.20481,0.75264
17987,5929,0.13761,-0.29221,0.2313,-0.46923,-0.7266,0.50187,-0.53634,0.68599,0.4917,1,1,0.50196,1,1,0.48477,0.92551,0.04034,0.0613,0.7291,0.11023,0.71353
17988,5931,0.16396,-0.31096,0.22425,-0.37053,-0.79429,0.48147,-0.12546,0.55642,0.82138,1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.81469,0.20481,0.75264
17989,5930,0.13616,-0.29369,0.22789,-0.58219,-0.80956,0.07528,-0.67363,0.53213,0.5129,1,1,0.50196,1,1,0.48347,0.92819,0.04029,0.06141,0.44217,0.56233,0.99272
17990,5932,0.16087,-0.31138,0.22119,-0.57412,-0.81003,0.11933,-0.31899,0.35551,0.87855,1,1,0.50196,1,1,0.46195,0.91261,0.03939,0.06076,0.50962,0.46766,0.99886
17991,5932,0.16087,-0.31138,0.22119,-0.57412,-0.81003,0.11933,-0.31899,0.35551,0.87855,1,1,0.50196,1,1,0.46195,0.91261,0.03939,0.06076,0.50962,0.46766,0.99886
17992,5933,0.17613,-0.32078,0.21592,-0.2937,-0.81999,0.49127,0.30826,0.40524,0.86067,1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.86742,0.26104,0.74062
17993,5931,0.16396,-0.31096,0.22425,-0.37053,-0.79429,0.48147,-0.12546,0.55642,0.82138,1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.81469,0.20481,0.75264
17994,5933,0.17613,-0.32078,0.21592,-0.2937,-0.81999,0.49127,0.30826,0.40524,0.86067,1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.86742,0.26104,0.74062
17995,5932,0.16087,-0.31138,0.22119,-0.57412,-0.81003,0.11933,-0.31899,0.35551,0.87855,1,1,0.50196,1,1,0.46195,0.91261,0.03939,0.06076,0.50962,0.46766,0.99886
17996,5934,0.17464,-0.32214,0.21279,-0.53452,-0.82446,0.18587,0.19505,0.09364,0.97631,1,1,0.50196,1,1,0.45165,0.89904,0.03896,0.0602,0.44848,0.52669,0.99662
17997,5934,0.17464,-0.32214,0.21279,-0.53452,-0.82446,0.18587,0.19505,0.09364,0.97631,1,1,0.50196,1,1,0.45165,0.89904,0.03896,0.0602,0.44848,0.52669,0.99662
17998,5792,0.19407,-0.33789,0.19457,-0.50207,-0.82522,0.25872,0.86165,-0.45171,0.23135,1,1,0.50196,1,1,0.44374,0.87595,0.03862,0.05923,0.77015,0.5,0.92074
17999,5933,0.17613,-0.32078,0.21592,-0.2937,-0.81999,0.49127,0.30826,0.40524,0.86067,1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.86742,0.26104,0.74062
18000,5792,0.19407,-0.33789,0.19457,-0.50207,-0.82522,0.25872,0.86165,-0.45171,0.23135,1,1,0.50196,1,1,0.44374,0.87595,0.03862,0.05923,0.77015,0.5,0.92074
18001,5934,0.17464,-0.32214,0.21279,-0.53452,-0.82446,0.18587,0.19505,0.09364,0.97631,1,1,0.50196,1,1,0.45165,0.89904,0.03896,0.0602,0.44848,0.52669,0.99662
18002,5793,0.18976,-0.33544,0.19335,-0.6493,-0.73017,0.21273,0.75692,-0.59319,0.27423,1,1,0.50196,1,1,0.43972,0.87595,0.03846,0.05923,0.46579,0.5,0.99883
18003,5935,-0.04411,-0.27442,0.14662,-0.06303,-0.4042,-0.9125,0.94956,0.25714,-0.17949,1,1,0.50196,1,1,0.21196,0.56025,0.02894,0.04604,0.52321,0.52448,0.99886
18004,5936,-0.02718,-0.28115,0.15659,0.23667,-0.57037,-0.78655,0.94586,0.32033,0.05232,1,1,0.50196,1,1,0.22106,0.56957,0.02932,0.04643,0.65443,0.94851,0.65808
18005,5937,-0.03363,-0.28796,0.15855,0.35242,-0.44723,-0.82206,0.90314,0.39272,0.17353,1,1,0.50196,1,1,0.21592,0.57271,0.0291,0.04656,0.84997,0.82021,0.65806
