VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z
1758, 1758, -0.22109, -0.35774, -0.90727
1759, 1759, -0.27639, -0.44722, -0.85065
1760, 1760, -0.16147, -0.47699, -0.86395
1761, 1761, -0.35441, -0.35774, -0.86395
1762, 1762, -0.37718, -0.47699, -0.79386
1763, 1763, -0.27639, -0.44722, -0.85065
1764, 1764, -0.43601, -0.25115, -0.86419
1765, 1765, -0.46508, -0.3809, -0.79913
1766, 1766, -0.35441, -0.35774, -0.86395
1767, 1767, -0.51595, -0.12989, -0.84672
1768, 1768, -0.55382, -0.26606, -0.78898
1769, 1769, -0.43601, -0.25115, -0.86419
1770, 1770, -0.58779,  0.00, -0.80902
1771, 1771, -0.63609, -0.13641, -0.75946
1772, 1772, -0.51595, -0.12989, -0.84672
1773, 1773, -0.64584,  0.12989, -0.75234
1774, 1774, -0.70429,  1.00000E-6, -0.70991
1775, 1775, -0.58779,  0.00, -0.80902
1776, 1776, -0.68716,  0.25115, -0.68172
1777, 1777, -0.75337,  0.13303, -0.644
1778, 1778, -0.64584,  0.12989, -0.75234
1779, 1779, -0.71215,  0.35774, -0.60404
1780, 1780, -0.7825,  0.25394, -0.56852
1781, 1781, -0.68716,  0.25115, -0.68172
1782, 1782, -0.35441, -0.35774, -0.86395
1783, 1783, -0.46508, -0.3809, -0.79913
1784, 1784, -0.37718, -0.47699, -0.79386
1785, 1785, -0.46508, -0.3809, -0.79913
1786, 1786, -0.48397, -0.5023, -0.71657
1787, 1787, -0.37718, -0.47699, -0.79386
1788, 1788, -0.43601, -0.25115, -0.86419
1789, 1789, -0.55382, -0.26606, -0.78898
1790, 1790, -0.46508, -0.3809, -0.79913
1791, 1791, -0.55382, -0.26606, -0.78898
1792, 1792, -0.57923, -0.3991, -0.71079
1793, 1793, -0.46508, -0.3809, -0.79913
1794, 1794, -0.46508, -0.3809, -0.79913
1795, 1795, -0.57923, -0.3991, -0.71079
1796, 1796, -0.48397, -0.5023, -0.71657
1797, 1797, -0.57923, -0.3991, -0.71079
1798, 1798, -0.59037, -0.51957, -0.61767
1799, 1799, -0.48397, -0.5023, -0.71657
1800, 1800, -0.51595, -0.12989, -0.84672
1801, 1801, -0.63609, -0.13641, -0.75946
1802, 1802, -0.55382, -0.26606, -0.78898
1803, 1803, -0.63609, -0.13641, -0.75946
1804, 1804, -0.67082, -0.2764, -0.68819
1805, 1805, -0.55382, -0.26606, -0.78898
1806, 1806, -0.55382, -0.26606, -0.78898
1807, 1807, -0.67082, -0.2764, -0.68819
1808, 1808, -0.57923, -0.3991, -0.71079
1809, 1809, -0.67082, -0.2764, -0.68819
1810, 1810, -0.68819, -0.40923, -0.5991
1811, 1811, -0.57923, -0.3991, -0.71079
1812, 1812, -0.57923, -0.3991, -0.71079
1813, 1813, -0.68819, -0.40923, -0.5991
1814, 1814, -0.59037, -0.51957, -0.61767
1815, 1815, -0.68819, -0.40923, -0.5991
1816, 1816, -0.68819, -0.52574, -0.50
1817, 1817, -0.59037, -0.51957, -0.61767
1818, 1818, -0.58779,  0.00, -0.80902
1819, 1819, -0.70429,  1.00000E-6, -0.70991
1820, 1820, -0.63609, -0.13641, -0.75946
1821, 1821, -0.70429,  1.00000E-6, -0.70991
1822, 1822, -0.74988, -0.14006, -0.64658
1823, 1823, -0.63609, -0.13641, -0.75946
1824, 1824, -0.63609, -0.13641, -0.75946
1825, 1825, -0.74988, -0.14006, -0.64658
1826, 1826, -0.67082, -0.2764, -0.68819
1827, 1827, -0.74988, -0.14006, -0.64658
1828, 1828, -0.77663, -0.28012, -0.56425
1829, 1829, -0.67082, -0.2764, -0.68819
1830, 1830, -0.67082, -0.2764, -0.68819
1831, 1831, -0.77663, -0.28012, -0.56425
1832, 1832, -0.68819, -0.40923, -0.5991
1833, 1833, -0.77663, -0.28012, -0.56425
1834, 1834, -0.78245, -0.40923, -0.46937
1835, 1835, -0.68819, -0.40923, -0.5991
1836, 1836, -0.68819, -0.40923, -0.5991
1837, 1837, -0.78245, -0.40923, -0.46937
1838, 1838, -0.68819, -0.52574, -0.50
1839, 1839, -0.78245, -0.40923, -0.46937
1840, 1840, -0.76987, -0.51957, -0.3706
1841, 1841, -0.68819, -0.52574, -0.50
1842, 1842, -0.64584,  0.12989, -0.75234
1843, 1843, -0.75337,  0.13303, -0.644
1844, 1844, -0.70429,  1.00000E-6, -0.70991
1845, 1845, -0.75337,  0.13303, -0.644
1846, 1846, -0.80902,  2.00000E-6, -0.58778
1847, 1847, -0.70429,  1.00000E-6, -0.70991
1848, 1848, -0.70429,  1.00000E-6, -0.70991
1849, 1849, -0.80902,  2.00000E-6, -0.58778
1850, 1850, -0.74988, -0.14006, -0.64658
1851, 1851, -0.80902,  2.00000E-6, -0.58778
1852, 1852, -0.84666, -0.14006, -0.51337
1853, 1853, -0.74988, -0.14006, -0.64658
1854, 1854, -0.74988, -0.14006, -0.64658
1855, 1855, -0.84666, -0.14006, -0.51337
1856, 1856, -0.77663, -0.28012, -0.56425
1857, 1857, -0.84666, -0.14006, -0.51337
1858, 1858, -0.8618, -0.27639, -0.42532
1859, 1859, -0.77663, -0.28012, -0.56425
1860, 1860, -0.77663, -0.28012, -0.56425
1861, 1861, -0.8618, -0.27639, -0.42532
1862, 1862, -0.78245, -0.40923, -0.46937
1863, 1863, -0.8618, -0.27639, -0.42532
1864, 1864, -0.85499, -0.39909, -0.33123
1865, 1865, -0.78245, -0.40923, -0.46937
1866, 1866, -0.78245, -0.40923, -0.46937
1867, 1867, -0.85499, -0.39909, -0.33123
1868, 1868, -0.76987, -0.51957, -0.3706
1869, 1869, -0.85499, -0.39909, -0.33123
1870, 1870, -0.83105, -0.5023, -0.23885
1871, 1871, -0.76987, -0.51957, -0.3706
1872, 1872, -0.68716,  0.25115, -0.68172
1873, 1873, -0.7825,  0.25394, -0.56852
1874, 1874, -0.75337,  0.13303, -0.644
1875, 1875, -0.7825,  0.25394, -0.56852
1876, 1876, -0.84529,  0.13303, -0.51748
1877, 1877, -0.75337,  0.13303, -0.644
1878, 1878, -0.75337,  0.13303, -0.644
1879, 1879, -0.84529,  0.13303, -0.51748
1880, 1880, -0.80902,  2.00000E-6, -0.58778
1881, 1881, -0.84529,  0.13303, -0.51748
1882, 1882, -0.8928,  2.00000E-6, -0.45044
1883, 1883, -0.80902,  2.00000E-6, -0.58778
1884, 1884, -0.80902,  2.00000E-6, -0.58778
1885, 1885, -0.8928,  2.00000E-6, -0.45044
1886, 1886, -0.84666, -0.14006, -0.51337
1887, 1887, -0.8928,  2.00000E-6, -0.45044
1888, 1888, -0.91886, -0.13641, -0.37027
1889, 1889, -0.84666, -0.14006, -0.51337
1890, 1890, -0.84666, -0.14006, -0.51337
1891, 1891, -0.91886, -0.13641, -0.37027
1892, 1892, -0.8618, -0.27639, -0.42532
1893, 1893, -0.91886, -0.13641, -0.37027
1894, 1894, -0.92151, -0.26606, -0.2829
1895, 1895, -0.8618, -0.27639, -0.42532
1896, 1896, -0.8618, -0.27639, -0.42532
1897, 1897, -0.92151, -0.26606, -0.2829
1898, 1898, -0.85499, -0.39909, -0.33123
1899, 1899, -0.92151, -0.26606, -0.2829
1900, 1900, -0.90374, -0.3809, -0.19538
1901, 1901, -0.85499, -0.39909, -0.33123
1902, 1902, -0.85499, -0.39909, -0.33123
1903, 1903, -0.90374, -0.3809, -0.19538
1904, 1904, -0.83105, -0.5023, -0.23885
1905, 1905, -0.90374, -0.3809, -0.19538
1906, 1906, -0.87156, -0.47698, -0.11341
1907, 1907, -0.83105, -0.5023, -0.23885
1908, 1908, -0.71215,  0.35774, -0.60404
1909, 1909, -0.79455,  0.35774, -0.49063
1910, 1910, -0.7825,  0.25394, -0.56852
1911, 1911, -0.79455,  0.35774, -0.49063
1912, 1912, -0.8607,  0.25115, -0.44286
1913, 1913, -0.7825,  0.25394, -0.56852
1914, 1914, -0.7825,  0.25394, -0.56852
1915, 1915, -0.8607,  0.25115, -0.44286
1916, 1916, -0.84529,  0.13303, -0.51748
1917, 1917, -0.8607,  0.25115, -0.44286
1918, 1918, -0.9151,  0.12989, -0.38174
1919, 1919, -0.84529,  0.13303, -0.51748
1920, 1920, -0.84529,  0.13303, -0.51748
1921, 1921, -0.9151,  0.12989, -0.38174
1922, 1922, -0.8928,  2.00000E-6, -0.45044
1923, 1923, -0.9151,  0.12989, -0.38174
1924, 1924, -0.95106,  0.00, -0.30901
1925, 1925, -0.8928,  2.00000E-6, -0.45044
1926, 1926, -0.8928,  2.00000E-6, -0.45044
1927, 1927, -0.95106,  0.00, -0.30901
1928, 1928, -0.91886, -0.13641, -0.37027
1929, 1929, -0.95106,  0.00, -0.30901
1930, 1930, -0.96471, -0.12989, -0.22904
1931, 1931, -0.91886, -0.13641, -0.37027
1932, 1932, -0.91886, -0.13641, -0.37027
1933, 1933, -0.96471, -0.12989, -0.22904
1934, 1934, -0.92151, -0.26606, -0.2829
1935, 1935, -0.96471, -0.12989, -0.22904
1936, 1936, -0.95663, -0.25115, -0.14762
1937, 1937, -0.92151, -0.26606, -0.2829
1938, 1938, -0.92151, -0.26606, -0.2829
1939, 1939, -0.95663, -0.25115, -0.14762
1940, 1940, -0.90374, -0.3809, -0.19538
1941, 1941, -0.95663, -0.25115, -0.14762
1942, 1942, -0.93119, -0.35774, -0.07009
1943, 1943, -0.90374, -0.3809, -0.19538
1944, 1944, -0.90374, -0.3809, -0.19538
1945, 1945, -0.93119, -0.35774, -0.07009
1946, 1946, -0.87156, -0.47698, -0.11341
1947, 1947, -0.93119, -0.35774, -0.07009
1948, 1948, -0.89443, -0.44722,  0.00
1949, 1949, -0.87156, -0.47698, -0.11341
1950, 1950, -0.35441, -0.35774,  0.86395
1951, 1951, -0.22109, -0.35774,  0.90727
1952, 1952, -0.27639, -0.44722,  0.85065
1953, 1953, -0.43601, -0.25115,  0.86419
1954, 1954, -0.29889, -0.25393,  0.91988
1955, 1955, -0.35441, -0.35774,  0.86395
1956, 1956, -0.51595, -0.12989,  0.84672
1957, 1957, -0.37968, -0.13303,  0.9155
1958, 1958, -0.43601, -0.25115,  0.86419
1959, 1959, -0.58779,  0.00,  0.80902
1960, 1960, -0.45753,  0.00,  0.8892
1961, 1961, -0.51595, -0.12989,  0.84672
1962, 1962, -0.64584,  0.12989,  0.75234
1963, 1963, -0.52573,  0.13641,  0.83964
1964, 1964, -0.58779,  0.00,  0.80902
1965, 1965, -0.68716,  0.25115,  0.68172
1966, 1966, -0.57923,  0.26607,  0.77052
1967, 1967, -0.64584,  0.12989,  0.75234
1968, 1968, -0.71215,  0.35774,  0.60404
1969, 1969, -0.6163,  0.3809,  0.68927
1970, 1970, -0.68716,  0.25115,  0.68172
1971, 1971, -0.35441, -0.35774,  0.86395
1972, 1972, -0.29889, -0.25393,  0.91988
1973, 1973, -0.22109, -0.35774,  0.90727
1974, 1974, -0.29889, -0.25393,  0.91988
1975, 1975, -0.15521, -0.25115,  0.95542
1976, 1976, -0.22109, -0.35774,  0.90727
1977, 1977, -0.43601, -0.25115,  0.86419
1978, 1978, -0.37968, -0.13303,  0.9155
1979, 1979, -0.29889, -0.25393,  0.91988
1980, 1980, -0.37968, -0.13303,  0.9155
1981, 1981, -0.23095, -0.13303,  0.96383
1982, 1982, -0.29889, -0.25393,  0.91988
1983, 1983, -0.29889, -0.25393,  0.91988
1984, 1984, -0.23095, -0.13303,  0.96383
1985, 1985, -0.15521, -0.25115,  0.95542
1986, 1986, -0.23095, -0.13303,  0.96383
1987, 1987, -0.08028, -0.12989,  0.98827
1988, 1988, -0.15521, -0.25115,  0.95542
1989, 1989, -0.51595, -0.12989,  0.84672
1990, 1990, -0.45753,  0.00,  0.8892
1991, 1991, -0.37968, -0.13303,  0.9155
1992, 1992, -0.45753,  0.00,  0.8892
1993, 1993, -0.30902,  0.00,  0.95106
1994, 1994, -0.37968, -0.13303,  0.9155
1995, 1995, -0.37968, -0.13303,  0.9155
1996, 1996, -0.30902,  0.00,  0.95106
1997, 1997, -0.23095, -0.13303,  0.96383
1998, 1998, -0.30902,  0.00,  0.95106
1999, 1999, -0.15251,  0.00,  0.9883
2000, 2000, -0.23095, -0.13303,  0.96383
2001, 2001, -0.23095, -0.13303,  0.96383
2002, 2002, -0.15251,  0.00,  0.9883
2003, 2003, -0.08028, -0.12989,  0.98827
2004, 2004, -0.15251,  0.00,  0.9883
2005, 2005,  0.00,  0.00,  1.00
2006, 2006, -0.08028, -0.12989,  0.98827
2007, 2007, -0.58779,  0.00,  0.80902
2008, 2008, -0.52573,  0.13641,  0.83964
2009, 2009, -0.45753,  0.00,  0.8892
2010, 2010, -0.52573,  0.13641,  0.83964
2011, 2011, -0.38321,  0.14006,  0.91298
2012, 2012, -0.45753,  0.00,  0.8892
2013, 2013, -0.45753,  0.00,  0.8892
2014, 2014, -0.38321,  0.14006,  0.91298
2015, 2015, -0.30902,  0.00,  0.95106
2016, 2016, -0.38321,  0.14006,  0.91298
2017, 2017, -0.22662,  0.14006,  0.96386
2018, 2018, -0.30902,  0.00,  0.95106
2019, 2019, -0.30902,  0.00,  0.95106
2020, 2020, -0.22662,  0.14006,  0.96386
2021, 2021, -0.15251,  0.00,  0.9883
2022, 2022, -0.22662,  0.14006,  0.96386
2023, 2023, -0.0682,  0.13641,  0.9883
2024, 2024, -0.15251,  0.00,  0.9883
2025, 2025, -0.15251,  0.00,  0.9883
2026, 2026, -0.0682,  0.13641,  0.9883
2027, 2027,  0.00,  0.00,  1.00
2028, 2028, -0.0682,  0.13641,  0.9883
2029, 2029,  0.08028,  0.12989,  0.98827
2030, 2030,  0.00,  0.00,  1.00
2031, 2031, -0.64584,  0.12989,  0.75234
2032, 2032, -0.57923,  0.26607,  0.77052
2033, 2033, -0.52573,  0.13641,  0.83964
2034, 2034, -0.57923,  0.26607,  0.77052
2035, 2035, -0.44722,  0.2764,  0.85065
2036, 2036, -0.52573,  0.13641,  0.83964
2037, 2037, -0.52573,  0.13641,  0.83964
2038, 2038, -0.44722,  0.2764,  0.85065
2039, 2039, -0.38321,  0.14006,  0.91298
2040, 2040, -0.44722,  0.2764,  0.85065
2041, 2041, -0.29665,  0.28012,  0.91298
2042, 2042, -0.38321,  0.14006,  0.91298
2043, 2043, -0.38321,  0.14006,  0.91298
2044, 2044, -0.29665,  0.28012,  0.91298
2045, 2045, -0.22662,  0.14006,  0.96386
2046, 2046, -0.29665,  0.28012,  0.91298
2047, 2047, -0.1382,  0.2764,  0.95105
2048, 2048, -0.22662,  0.14006,  0.96386
2049, 2049, -0.22662,  0.14006,  0.96386
2050, 2050, -0.1382,  0.2764,  0.95105
2051, 2051, -0.0682,  0.13641,  0.9883
2052, 2052, -0.1382,  0.2764,  0.95105
2053, 2053,  0.0157,  0.26607,  0.96383
2054, 2054, -0.0682,  0.13641,  0.9883
2055, 2055, -0.0682,  0.13641,  0.9883
2056, 2056,  0.0157,  0.26607,  0.96383
2057, 2057,  0.08028,  0.12989,  0.98827
2058, 2058,  0.0157,  0.26607,  0.96383
2059, 2059,  0.15521,  0.25115,  0.95542
2060, 2060,  0.08028,  0.12989,  0.98827
2061, 2061, -0.68716,  0.25115,  0.68172
2062, 2062, -0.6163,  0.3809,  0.68927
2063, 2063, -0.57923,  0.26607,  0.77052
2064, 2064, -0.6163,  0.3809,  0.68927
2065, 2065, -0.49701,  0.3991,  0.77052
2066, 2066, -0.57923,  0.26607,  0.77052
2067, 2067, -0.57923,  0.26607,  0.77052
2068, 2068, -0.49701,  0.3991,  0.77052
2069, 2069, -0.44722,  0.2764,  0.85065
2070, 2070, -0.49701,  0.3991,  0.77052
2071, 2071, -0.35712,  0.40923,  0.83964
2072, 2072, -0.44722,  0.2764,  0.85065
2073, 2073, -0.44722,  0.2764,  0.85065
2074, 2074, -0.35712,  0.40923,  0.83964
2075, 2075, -0.29665,  0.28012,  0.91298
2076, 2076, -0.35712,  0.40923,  0.83964
2077, 2077, -0.20461,  0.40923,  0.88919
2078, 2078, -0.29665,  0.28012,  0.91298
2079, 2079, -0.29665,  0.28012,  0.91298
2080, 2080, -0.20461,  0.40923,  0.88919
2081, 2081, -0.1382,  0.2764,  0.95105
2082, 2082, -0.20461,  0.40923,  0.88919
2083, 2083, -0.05082,  0.3991,  0.9155
2084, 2084, -0.1382,  0.2764,  0.95105
2085, 2085, -0.1382,  0.2764,  0.95105
2086, 2086, -0.05082,  0.3991,  0.9155
2087, 2087,  0.0157,  0.26607,  0.96383
2088, 2088, -0.05082,  0.3991,  0.9155
2089, 2089,  0.09345,  0.3809,  0.91988
2090, 2090,  0.0157,  0.26607,  0.96383
2091, 2091,  0.0157,  0.26607,  0.96383
2092, 2092,  0.09345,  0.3809,  0.91988
2093, 2093,  0.15521,  0.25115,  0.95542
2094, 2094,  0.09345,  0.3809,  0.91988
2095, 2095,  0.22109,  0.35774,  0.90727
2096, 2096,  0.15521,  0.25115,  0.95542
2097, 2097, -0.71215,  0.35774,  0.60404
2098, 2098, -0.63845,  0.47699,  0.60404
2099, 2099, -0.6163,  0.3809,  0.68927
2100, 2100, -0.63845,  0.47699,  0.60404
2101, 2101, -0.53194,  0.5023,  0.68171
2102, 2102, -0.6163,  0.3809,  0.68927
2103, 2103, -0.6163,  0.3809,  0.68927
2104, 2104, -0.53194,  0.5023,  0.68171
2105, 2105, -0.49701,  0.3991,  0.77052
2106, 2106, -0.53194,  0.5023,  0.68171
2107, 2107, -0.40501,  0.51957,  0.75234
2108, 2108, -0.49701,  0.3991,  0.77052
2109, 2109, -0.49701,  0.3991,  0.77052
2110, 2110, -0.40501,  0.51957,  0.75234
2111, 2111, -0.35712,  0.40923,  0.83964
2112, 2112, -0.40501,  0.51957,  0.75234
2113, 2113, -0.26287,  0.52574,  0.80901
2114, 2114, -0.35712,  0.40923,  0.83964
2115, 2115, -0.35712,  0.40923,  0.83964
2116, 2116, -0.26287,  0.52574,  0.80901
2117, 2117, -0.20461,  0.40923,  0.88919
2118, 2118, -0.26287,  0.52574,  0.80901
2119, 2119, -0.11456,  0.51957,  0.84671
2120, 2120, -0.20461,  0.40923,  0.88919
2121, 2121, -0.20461,  0.40923,  0.88919
2122, 2122, -0.11456,  0.51957,  0.84671
2123, 2123, -0.05082,  0.3991,  0.9155
2124, 2124, -0.11456,  0.51957,  0.84671
2125, 2125,  0.02964,  0.5023,  0.86418
2126, 2126, -0.05082,  0.3991,  0.9155
2127, 2127, -0.05082,  0.3991,  0.9155
2128, 2128,  0.02964,  0.5023,  0.86418
2129, 2129,  0.09345,  0.3809,  0.91988
2130, 2130,  0.02964,  0.5023,  0.86418
2131, 2131,  0.16147,  0.47699,  0.86395
2132, 2132,  0.09345,  0.3809,  0.91988
2133, 2133,  0.09345,  0.3809,  0.91988
2134, 2134,  0.16147,  0.47699,  0.86395
2135, 2135,  0.22109,  0.35774,  0.90727
2136, 2136,  0.16147,  0.47699,  0.86395
2137, 2137,  0.27639,  0.44722,  0.85065
2138, 2138,  0.22109,  0.35774,  0.90727
2139, 2139,  0.71215, -0.35774,  0.60404
2140, 2140,  0.79455, -0.35774,  0.49063
2141, 2141,  0.72361, -0.44722,  0.52573
2142, 2142,  0.68716, -0.25115,  0.68172
2143, 2143,  0.7825, -0.25393,  0.56852
2144, 2144,  0.71215, -0.35774,  0.60404
2145, 2145,  0.64584, -0.12989,  0.75234
2146, 2146,  0.75337, -0.13303,  0.644
2147, 2147,  0.68716, -0.25115,  0.68172
2148, 2148,  0.58779,  0.00,  0.80902
2149, 2149,  0.70429,  0.00,  0.70991
2150, 2150,  0.64584, -0.12989,  0.75234
2151, 2151,  0.51595,  0.12989,  0.84672
2152, 2152,  0.63609,  0.13641,  0.75946
2153, 2153,  0.58779,  0.00,  0.80902
2154, 2154,  0.43601,  0.25115,  0.86419
2155, 2155,  0.55382,  0.26607,  0.78898
2156, 2156,  0.51595,  0.12989,  0.84672
2157, 2157,  0.35441,  0.35774,  0.86395
2158, 2158,  0.46508,  0.3809,  0.79913
2159, 2159,  0.43601,  0.25115,  0.86419
2160, 2160,  0.71215, -0.35774,  0.60404
2161, 2161,  0.7825, -0.25393,  0.56852
2162, 2162,  0.79455, -0.35774,  0.49063
2163, 2163,  0.7825, -0.25393,  0.56852
2164, 2164,  0.8607, -0.25115,  0.44286
2165, 2165,  0.79455, -0.35774,  0.49063
2166, 2166,  0.68716, -0.25115,  0.68172
2167, 2167,  0.75337, -0.13303,  0.644
2168, 2168,  0.7825, -0.25393,  0.56852
2169, 2169,  0.75337, -0.13303,  0.644
2170, 2170,  0.84529, -0.13303,  0.51748
2171, 2171,  0.7825, -0.25393,  0.56852
2172, 2172,  0.7825, -0.25393,  0.56852
2173, 2173,  0.84529, -0.13303,  0.51748
2174, 2174,  0.8607, -0.25115,  0.44286
2175, 2175,  0.84529, -0.13303,  0.51748
2176, 2176,  0.9151, -0.12989,  0.38174
2177, 2177,  0.8607, -0.25115,  0.44286
2178, 2178,  0.64584, -0.12989,  0.75234
2179, 2179,  0.70429,  0.00,  0.70991
2180, 2180,  0.75337, -0.13303,  0.644
2181, 2181,  0.70429,  0.00,  0.70991
2182, 2182,  0.80902,  0.00,  0.58778
2183, 2183,  0.75337, -0.13303,  0.644
2184, 2184,  0.75337, -0.13303,  0.644
2185, 2185,  0.80902,  0.00,  0.58778
2186, 2186,  0.84529, -0.13303,  0.51748
2187, 2187,  0.80902,  0.00,  0.58778
2188, 2188,  0.8928,  0.00,  0.45044
2189, 2189,  0.84529, -0.13303,  0.51748
2190, 2190,  0.84529, -0.13303,  0.51748
2191, 2191,  0.8928,  0.00,  0.45044
2192, 2192,  0.9151, -0.12989,  0.38174
2193, 2193,  0.8928,  0.00,  0.45044
2194, 2194,  0.95106,  0.00,  0.30901
2195, 2195,  0.9151, -0.12989,  0.38174
2196, 2196,  0.58779,  0.00,  0.80902
2197, 2197,  0.63609,  0.13641,  0.75946
2198, 2198,  0.70429,  0.00,  0.70991
2199, 2199,  0.63609,  0.13641,  0.75946
2200, 2200,  0.74988,  0.14006,  0.64658
2201, 2201,  0.70429,  0.00,  0.70991
2202, 2202,  0.70429,  0.00,  0.70991
2203, 2203,  0.74988,  0.14006,  0.64658
2204, 2204,  0.80902,  0.00,  0.58778
2205, 2205,  0.74988,  0.14006,  0.64658
2206, 2206,  0.84666,  0.14006,  0.51337
2207, 2207,  0.80902,  0.00,  0.58778
2208, 2208,  0.80902,  0.00,  0.58778
2209, 2209,  0.84666,  0.14006,  0.51337
2210, 2210,  0.8928,  0.00,  0.45044
2211, 2211,  0.84666,  0.14006,  0.51337
2212, 2212,  0.91886,  0.13641,  0.37027
2213, 2213,  0.8928,  0.00,  0.45044
2214, 2214,  0.8928,  0.00,  0.45044
2215, 2215,  0.91886,  0.13641,  0.37027
2216, 2216,  0.95106,  0.00,  0.30901
2217, 2217,  0.91886,  0.13641,  0.37027
2218, 2218,  0.96471,  0.12989,  0.22904
2219, 2219,  0.95106,  0.00,  0.30901
2220, 2220,  0.51595,  0.12989,  0.84672
2221, 2221,  0.55382,  0.26607,  0.78898
2222, 2222,  0.63609,  0.13641,  0.75946
2223, 2223,  0.55382,  0.26607,  0.78898
2224, 2224,  0.67082,  0.2764,  0.68819
2225, 2225,  0.63609,  0.13641,  0.75946
2226, 2226,  0.63609,  0.13641,  0.75946
2227, 2227,  0.67082,  0.2764,  0.68819
2228, 2228,  0.74988,  0.14006,  0.64658
2229, 2229,  0.67082,  0.2764,  0.68819
2230, 2230,  0.77663,  0.28012,  0.56425
2231, 2231,  0.74988,  0.14006,  0.64658
2232, 2232,  0.74988,  0.14006,  0.64658
2233, 2233,  0.77663,  0.28012,  0.56425
2234, 2234,  0.84666,  0.14006,  0.51337
2235, 2235,  0.77663,  0.28012,  0.56425
2236, 2236,  0.8618,  0.2764,  0.42532
2237, 2237,  0.84666,  0.14006,  0.51337
2238, 2238,  0.84666,  0.14006,  0.51337
2239, 2239,  0.8618,  0.2764,  0.42532
2240, 2240,  0.91886,  0.13641,  0.37027
2241, 2241,  0.8618,  0.2764,  0.42532
2242, 2242,  0.92151,  0.26606,  0.2829
2243, 2243,  0.91886,  0.13641,  0.37027
2244, 2244,  0.91886,  0.13641,  0.37027
2245, 2245,  0.92151,  0.26606,  0.2829
2246, 2246,  0.96471,  0.12989,  0.22904
2247, 2247,  0.92151,  0.26606,  0.2829
2248, 2248,  0.95663,  0.25115,  0.14762
2249, 2249,  0.96471,  0.12989,  0.22904
2250, 2250,  0.43601,  0.25115,  0.86419
2251, 2251,  0.46508,  0.3809,  0.79913
2252, 2252,  0.55382,  0.26607,  0.78898
2253, 2253,  0.46508,  0.3809,  0.79913
2254, 2254,  0.57922,  0.3991,  0.71079
2255, 2255,  0.55382,  0.26607,  0.78898
2256, 2256,  0.55382,  0.26607,  0.78898
2257, 2257,  0.57922,  0.3991,  0.71079
2258, 2258,  0.67082,  0.2764,  0.68819
2259, 2259,  0.57922,  0.3991,  0.71079
2260, 2260,  0.68819,  0.40923,  0.59911
2261, 2261,  0.67082,  0.2764,  0.68819
2262, 2262,  0.67082,  0.2764,  0.68819
2263, 2263,  0.68819,  0.40923,  0.59911
2264, 2264,  0.77663,  0.28012,  0.56425
2265, 2265,  0.68819,  0.40923,  0.59911
2266, 2266,  0.78245,  0.40923,  0.46937
2267, 2267,  0.77663,  0.28012,  0.56425
2268, 2268,  0.77663,  0.28012,  0.56425
2269, 2269,  0.78245,  0.40923,  0.46937
2270, 2270,  0.8618,  0.2764,  0.42532
2271, 2271,  0.78245,  0.40923,  0.46937
2272, 2272,  0.85499,  0.39909,  0.33123
2273, 2273,  0.8618,  0.2764,  0.42532
2274, 2274,  0.8618,  0.2764,  0.42532
2275, 2275,  0.85499,  0.39909,  0.33123
2276, 2276,  0.92151,  0.26606,  0.2829
2277, 2277,  0.85499,  0.39909,  0.33123
2278, 2278,  0.90374,  0.3809,  0.19538
2279, 2279,  0.92151,  0.26606,  0.2829
2280, 2280,  0.92151,  0.26606,  0.2829
2281, 2281,  0.90374,  0.3809,  0.19538
2282, 2282,  0.95663,  0.25115,  0.14762
2283, 2283,  0.90374,  0.3809,  0.19538
2284, 2284,  0.93119,  0.35774,  0.07009
2285, 2285,  0.95663,  0.25115,  0.14762
2286, 2286,  0.35441,  0.35774,  0.86395
2287, 2287,  0.37718,  0.47699,  0.79386
2288, 2288,  0.46508,  0.3809,  0.79913
2289, 2289,  0.37718,  0.47699,  0.79386
2290, 2290,  0.48397,  0.5023,  0.71657
2291, 2291,  0.46508,  0.3809,  0.79913
2292, 2292,  0.46508,  0.3809,  0.79913
2293, 2293,  0.48397,  0.5023,  0.71657
2294, 2294,  0.57922,  0.3991,  0.71079
2295, 2295,  0.48397,  0.5023,  0.71657
2296, 2296,  0.59037,  0.51957,  0.61767
2297, 2297,  0.57922,  0.3991,  0.71079
2298, 2298,  0.57922,  0.3991,  0.71079
2299, 2299,  0.59037,  0.51957,  0.61767
2300, 2300,  0.68819,  0.40923,  0.59911
2301, 2301,  0.59037,  0.51957,  0.61767
2302, 2302,  0.68819,  0.52574,  0.50
2303, 2303,  0.68819,  0.40923,  0.59911
2304, 2304,  0.68819,  0.40923,  0.59911
2305, 2305,  0.68819,  0.52574,  0.50
2306, 2306,  0.78245,  0.40923,  0.46937
2307, 2307,  0.68819,  0.52574,  0.50
2308, 2308,  0.76987,  0.51957,  0.3706
2309, 2309,  0.78245,  0.40923,  0.46937
2310, 2310,  0.78245,  0.40923,  0.46937
2311, 2311,  0.76987,  0.51957,  0.3706
2312, 2312,  0.85499,  0.39909,  0.33123
2313, 2313,  0.76987,  0.51957,  0.3706
2314, 2314,  0.83105,  0.5023,  0.23885
2315, 2315,  0.85499,  0.39909,  0.33123
2316, 2316,  0.85499,  0.39909,  0.33123
